Model,Score
Dans-DiscountModels/Dans-Instruct-Mix-8b-ChatML-V0.2.0,0.19022945965951146
Dans-DiscountModels/Mistral-7b-v0.3-Test-E0.7,0.14655810510732792
DavidAU/DeepHermes-3-Llama-3-8B-Preview-16.5B-Brainstorm,0.19837157660991858
DavidAU/DeepSeek-BlackRoot-R1-Distill-Llama-3.1-8B,0.19245003700962252
DavidAU/L3-Dark-Planet-8B,0.2464840858623242
DavidAU/L3.1-Dark-Planet-SpinFire-Uncensored-8B,0.24870466321243523
DebateLabKIT/Llama-3.1-Argunaut-1-8B-SFT,0.2146558105107328
Deci/DeciLM-7B,0.15099925980754997
DeepAutoAI/Explore_Llama-3.1-8B-Inst,0.2457438934122872
DeepAutoAI/d2nwg_Llama-3.1-8B-Instruct-v0.0,0.2561065877128053
DeepAutoAI/ldm_soup_Llama-3.1-8B-Inst,0.26054774241302736
DeepAutoAI/ldm_soup_Llama-3.1-8B-Instruct-v0.0,0.26054774241302736
DeepAutoAI/ldm_soup_Llama-3.1-8B-Instruct-v0.1,0.26054774241302736
DeepMount00/Lexora-Medium-7B,0.3219837157660992
DeepMount00/Llama-3-8b-Ita,0.24796447076239822
DeepMount00/Llama-3.1-8b-Ita,0.26424870466321243
DeepMount00/Qwen2.5-7B-Instruct-MathCoder,0.11250925240562547
Delta-Vector/Baldur-8B,0.22649888971132495
Delta-Vector/Control-8B,0.24870466321243523
Delta-Vector/Control-8B-V1.1,0.24944485566247224
Delta-Vector/Tor-8B,0.21169504071058476
DevQuasar/DevQuasar-R1-Uncensored-Llama-8B,0.24278312361213916
DoppelReflEx/L3-8B-R1-WolfCore,0.25166543301258326
DoppelReflEx/L3-8B-R1-WolfCore-V1.5-test,0.2464840858623242
DoppelReflEx/L3-8B-WolfCore,0.25018504811250925
DreadPoor/Again-8B-Model_Stock,0.22871946706143598
DreadPoor/Alita99-8B-LINEAR,0.2546262028127313
DreadPoor/Aspire-8B-model_stock,0.24204293116210215
DreadPoor/Aspire_1.3-8B_model-stock,0.24426350851221318
DreadPoor/Aspire_V2-8B-Model_Stock,0.24130273871206515
DreadPoor/Aspire_V2.1-8B-Model_Stock,0.2561065877128053
DreadPoor/Aspire_V2_ALT-8B-Model_Stock,0.23612139156180606
DreadPoor/Aspire_V2_ALT_ROW-8B-Model_Stock,0.23612139156180606
DreadPoor/Aspire_V3-8B-Model_Stock,0.22945965951147299
DreadPoor/Aspire_V4-8B-Model_Stock,0.24944485566247224
DreadPoor/Aspire_V4_ALT-8B-Model_Stock,0.231680236861584
DreadPoor/Asymmetric_Linearity-8B-Model_Stock,0.25684678016284235
DreadPoor/Aurora_faustus-8B-LINEAR,0.25684678016284235
DreadPoor/Aurora_faustus-8B-LORABLATED,0.22205773501110287
DreadPoor/Aurora_faustus-8B-LORABLATED_ALT,0.22797927461139897
DreadPoor/Autumn_Dawn-8B-LINEAR,0.2768319763138416
DreadPoor/BaeZel-8B-LINEAR,0.2531458179126573
DreadPoor/BaeZel-8B-Model_Stock,0.25832716506291636
DreadPoor/BaeZel_V2-8B-Model_Stock,0.2686898593634345
DreadPoor/BaeZel_V2_ALT-8B-Model_Stock,0.2686898593634345
DreadPoor/BaeZel_V3-8B-Model_Stock,0.2509252405625463
DreadPoor/Blunt_Edge-8B-SLERP,0.23908216136195412
DreadPoor/Cadence-8B-LINEAR,0.24352331606217617
DreadPoor/Caelid-8B-Model_Stock,0.25536639526276833
DreadPoor/Condensed_Milk-8B-Model_Stock,0.2538860103626943
DreadPoor/CoolerCoder-8B-LINEAR,0.1991117690599556
DreadPoor/Damasteel-8B-LINEAR,0.2464840858623242
DreadPoor/Decayed-8B-LINEAR,0.2464840858623242
DreadPoor/Derivative-8B-Model_Stock,0.25166543301258326
DreadPoor/Derivative_V2-8B-Model_Stock,0.2464840858623242
DreadPoor/Derivative_V2_ALT-8B-Model_Stock,0.24944485566247224
DreadPoor/Derivative_V3-8B-Model_Stock,0.21095484826054775
DreadPoor/Elusive_Dragon_Heart-8B-LINEAR,0.2612879348630644
DreadPoor/Eunoia_Vespera-8B-LINEAR,0.2561065877128053
DreadPoor/Fu_sion_HA-8B-SLERP,0.2524056254626203
DreadPoor/H_the_eighth-8B-LINEAR,0.25536639526276833
DreadPoor/Happy_New_Year-8B-Model_Stock,0.25832716506291636
DreadPoor/Heart_Stolen-8B-Model_Stock,0.25536639526276833
DreadPoor/Heart_Stolen-ALT-8B-Model_Stock,0.2538860103626943
DreadPoor/Here_We_Go_Again-8B-SLERP,0.25758697261287933
DreadPoor/Howdy-8B-LINEAR,0.24426350851221318
DreadPoor/Incidental-8B-Model_Stock,0.2561065877128053
DreadPoor/Irina-8B-model_stock,0.22871946706143598
DreadPoor/Kindling-8B-Model_Stock,0.25166543301258326
DreadPoor/L3.1-BaeZel-8B-Della,0.2538860103626943
DreadPoor/Laughing_Stock-8B-Model_Stock,0.2472242783123612
DreadPoor/Lava_Lamp-8B-SLERP,0.24278312361213916
DreadPoor/LemonP-8B-Model_Stock,0.27313101406365653
DreadPoor/Lydia_of_Whiterun-8B-LINEAR,0.24426350851221318
DreadPoor/Matryoshka-8B-LINEAR,0.26054774241302736
DreadPoor/Mercury_In_Retrograde-8b-Model-Stock,0.2472242783123612
DreadPoor/Minthy-8B-Model_Stock,0.2701702442635085
DreadPoor/Minthy_ALT-8B-Model_Stock,0.23686158401184307
DreadPoor/Minthy_V2-8B-Model_Stock,0.23834196891191708
DreadPoor/Minus_Penus-8B-Model_Stock,0.2538860103626943
DreadPoor/Morphing-8B-Model_Stock,0.2686898593634345
DreadPoor/Nother_One-8B-Model_Stock,0.24204293116210215
DreadPoor/Noxis-8B-LINEAR,0.24426350851221318
DreadPoor/Nwah-8B-Model_Stock,0.2472242783123612
DreadPoor/ONeil-model_stock-8B,0.21761658031088082
DreadPoor/Oh_Boy-8B-LINEAR,0.25536639526276833
DreadPoor/OrangeJ-8B-Model_Stock,0.26572908956328645
DreadPoor/Promissum_Mane-8B-LINEAR,0.25832716506291636
DreadPoor/Promissum_Mane-8B-LINEAR-lorablated,0.23834196891191708
DreadPoor/RPMash-8B-Model_Stock,0.22871946706143598
DreadPoor/RPMash_V3-8B-Model_Stock,0.23982235381199113
DreadPoor/Rusted_Gold-8B-LINEAR,0.24352331606217617
DreadPoor/Rusted_Platinum-8B-LINEAR,0.2450037009622502
DreadPoor/Rusted_Platinum-8B-Model_Stock,0.2153960029607698
DreadPoor/Sellen-8B-model_stock,0.21983715766099185
DreadPoor/Something-8B-Model_Stock,0.2598075499629904
DreadPoor/Spring_Dusk-8B-SCE,0.20207253886010362
DreadPoor/Summer_Dawn-8B-SCE,0.25018504811250925
DreadPoor/Summer_Dusk-8B-TIES,0.25906735751295334
DreadPoor/Summer_Rain-8B-SCE,0.20651369356032567
DreadPoor/Summer_Rain-8B-TIES,0.20651369356032567
DreadPoor/Sun-8B-Model_Stock,0.24796447076239822
DreadPoor/Sweetened_Condensed_Milk-8B-Model_Stock,0.2509252405625463
DreadPoor/Trinas_Nectar-8B-model_stock,0.22501850481125094
DreadPoor/UNTESTED-VENN_1.2-8B-Model_Stock,0.25166543301258326
DreadPoor/VENN_1.2-8B-Model_Stock,0.24870466321243523
DreadPoor/WIP-Acacia-8B-Model_Stock,0.2524056254626203
DreadPoor/WIP_Damascus-8B-TIES,0.2472242783123612
DreadPoor/Wannabe-8B-Model_Stock,0.2538860103626943
DreadPoor/What_A_Thrill-8B-Model_Stock,0.22575869726128794
DreadPoor/Winter-8B-SCE,0.2464840858623242
DreadPoor/Winter_Dawn-8B-TIES,0.2679496669133975
DreadPoor/Winter_Dusk-8B-TIES,0.22131754256106587
DreadPoor/Winter_Night-8B-Model_Stock,0.23242042931162102
DreadPoor/Yafune-8B-Model_Stock,0.24944485566247224
DreadPoor/Yearn_V3-8B-Model_Stock,0.25018504811250925
DreadPoor/ZEUS-8B-V17-Abliterated_ALT,0.2538860103626943
DreadPoor/Zelus-8B-Model_Stock,0.25166543301258326
DreadPoor/Zelus_V2-8B-Model_Stock,0.2472242783123612
DreadPoor/felix_dies-mistral-7B-model_stock,0.18948926720947445
DreadPoor/hakuchido-8B-MODEL_STOCK,0.24056254626202814
DreadPoor/ichor-8B-Model_Stock,0.2146558105107328
DreadPoor/ichor_1.1-8B-Model_Stock,0.2531458179126573
DreadPoor/inexpertus-8B-Model_Stock,0.2472242783123612
DreadPoor/inexpertus_1.1-8B-LINEAR,0.23834196891191708
DreadPoor/inexpertus_1.2-8B-LINEAR,0.23982235381199113
DreadPoor/remember_to_breathe-8b-Model-Stock,0.2561065877128053
Edgerunners/meta-llama-3-8b-instruct-hf-ortho-baukit-34fail-3000total-bf16,0.22501850481125094
Enno-Ai/EnnoAi-Pro-French-Llama-3-8B-v0.4,0.17172464840858623
Enno-Ai/EnnoAi-Pro-Llama-3-8B,0.13397483345669875
Enno-Ai/EnnoAi-Pro-Llama-3-8B-v0.3,0.17838638045891933
Enno-Ai/EnnoAi-Pro-Llama-3.1-8B-v0.9,0.15099925980754997
EnnoAi/EnnoAi-7B-French-Instruct-202502,0.31014063656550706
EnnoAi/EnnoAi-Pro-Llama-3.1-8B-v1.0,0.15099925980754997
EpistemeAI/Alpaca-Llama3.1-8B,0.20577350111028866
EpistemeAI/Athene-codegemma-2-7b-it-alpaca-v1.3,0.17320503330866024
EpistemeAI/FineLlama3.1-8B-Instruct,0.17098445595854922
EpistemeAI/Fireball-Alpaca-Llama-3.1-8B-Philos-DPO-200,0.22797927461139897
EpistemeAI/Fireball-Alpaca-Llama3.1.07-8B-Philos-Math-KTO-beta,0.230940044411547
EpistemeAI/Fireball-Alpaca-Llama3.1.08-8B-Philos-C-R2,0.20873427091043673
EpistemeAI/Fireball-Meta-Llama-3.1-8B-Instruct-0.001-128K-auto,0.2153960029607698
EpistemeAI/Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.003-128K,0.22723908216136196
EpistemeAI/Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.003-128K-code-ds,0.1998519615099926
EpistemeAI/Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.003-128K-code-ds-auto,0.1998519615099926
EpistemeAI/Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.004-128K-code-COT,0.21687638786084382
EpistemeAI/Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.004-128K-code-ds-auto,0.2146558105107328
EpistemeAI/Fireball-Meta-Llama-3.1-8B-Instruct-Math,0.20577350111028866
EpistemeAI/Fireball-Meta-Llama-3.2-8B-Instruct-agent-003-128k-code-DPO,0.22353811991117692
EpistemeAI/Fireball-R1-Llama-3.1-8B,0.11324944485566248
EpistemeAI/Fireball-R1.1-Llama-3.1-8B,0.11324944485566248
EpistemeAI/Polypsyche-Llama-3.1-8B-Instruct-Agent-0.003-128K-code-ds-auto-Empathy,0.20355292376017764
EpistemeAI/Polypsyche-Llama-3.1-8B-Instruct-Agent-0.003-128K-code-ds-auto-Logic,0.20355292376017764
EpistemeAI/Polypsyche-Llama-3.1-8B-Instruct-Agent-0.003-128K-code-ds-auto-divergent,0.20355292376017764
EpistemeAI2/Athene-codegemma-2-7b-it-alpaca-v1.2,0.15766099185788304
EpistemeAI2/Fireball-Alpaca-Llama3.1-8B-Philos,0.20429311621021465
EpistemeAI2/Fireball-Alpaca-Llama3.1.01-8B-Philos,0.20503330866025166
EpistemeAI2/Fireball-Alpaca-Llama3.1.03-8B-Philos,0.21095484826054775
EpistemeAI2/Fireball-Alpaca-Llama3.1.04-8B-Philos,0.2146558105107328
EpistemeAI2/Fireball-Alpaca-Llama3.1.06-8B-Philos-dpo,0.23464100666173204
EpistemeAI2/Fireball-Alpaca-Llama3.1.07-8B-Philos-Math,0.22205773501110287
EpistemeAI2/Fireball-Alpaca-Llama3.1.08-8B-C-R1-KTO-Reflection,0.22279792746113988
EpistemeAI2/Fireball-Alpaca-Llama3.1.08-8B-Philos-C-R1,0.22501850481125094
EpistemeAI2/Fireball-Llama-3.1-8B-Philos-Reflection,0.22353811991117692
EpistemeAI2/Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.005-128K-code-COT,0.23464100666173204
Etherll/Herplete-LLM-Llama-3.1-8b,0.24278312361213916
Etherll/Herplete-LLM-Llama-3.1-8b-Ties,0.24056254626202814
Etherll/Qwen2.5-7B-della-test,0.35529237601776464
Etherll/Qwen2.5-Coder-7B-Instruct-Ties,0.2753515914137676
Etherll/Replete-LLM-V3-Llama-3.1-8b,0.21243523316062177
Eurdem/Defne-llama3.1-8B,0.2450037009622502
FINGU-AI/L3-8B,0.22279792746113988
FuJhen/ft-openhermes-25-mistral-7b-irca-dpo-pairs,0.17912657290895634
FuJhen/mistral-instruct-7B-DPO,0.20207253886010362
FuJhen/mistral_7b_v0.1_structedData_e2e,0.16432272390821615
FuseAI/FuseChat-7B-v2.0,0.20133234641006661
FuseAI/FuseChat-Llama-3.1-8B-Instruct,0.23464100666173204
FuseAI/FuseChat-Qwen-2.5-7B-Instruct,0.2820133234641007
GoToCompany/llama3-8b-cpt-sahabatai-v1-instruct,0.22057735011102886
Goekdeniz-Guelmez/josie-7b-v6.0,0.29829755736491487
Goekdeniz-Guelmez/josie-7b-v6.0-step2000,0.32272390821613617
GritLM/GritLM-7B-KTO,0.17690599555884529
GritLM/GritLM-8x7B-KTO,0.22575869726128794
HPAI-BSC/Llama3.1-Aloe-Beta-8B,0.20873427091043673
HPAI-BSC/Qwen2.5-Aloe-Beta-7B,0.3493708364174685
Hastagaras/Llama-3.1-Jamet-8B-MK.I,0.230940044411547
HeraiHench/Double-Down-Qwen-Math-7B,0.09844559585492228
HeraiHench/Marge-Qwen-Math-7B,0.10880829015544041
HoangHa/Pensez-Llama3.1-8B,0.17764618800888232
HuggingFaceH4/zephyr-7b-alpha,0.18208734270910437
HuggingFaceH4/zephyr-7b-gemma-v0.1,0.18726868985936343
HumanLLMs/Humanish-LLama3-8B-Instruct,0.231680236861584
Intel/neural-chat-7b-v3,0.153960029607698
Intel/neural-chat-7b-v3-1,0.14877868245743894
Intel/neural-chat-7b-v3-3,0.16358253145817914
Isaak-Carter/JOSIEv4o-8b-stage1-v4,0.20947446336047373
Jacoby746/Inf-Silent-Kunoichi-v0.1-2x7B,0.20133234641006661
Jacoby746/Inf-Silent-Kunoichi-v0.2-2x7B,0.20651369356032567
Jacoby746/Proto-Athena-4x7B,0.19467061435973354
Jacoby746/Proto-Athena-v0.2-4x7B,0.18948926720947445
Jacoby746/Proto-Harpy-Blazing-Light-v0.1-2x7B,0.19467061435973354
Jacoby746/Proto-Harpy-Spark-v0.1-7B,0.19763138415988157
Jimmy19991222/Llama-3-Instruct-8B-SimPO-v0.2,0.24352331606217617
Jimmy19991222/llama-3-8b-instruct-gapo-v2-bert-f1-beta10-gamma0.3-lr1.0e-6-1minus-rerun,0.23686158401184307
Jimmy19991222/llama-3-8b-instruct-gapo-v2-bert_f1-beta10-gamma0.3-lr1.0e-6-scale-log,0.24352331606217617
Jimmy19991222/llama-3-8b-instruct-gapo-v2-bert_p-beta10-gamma0.3-lr1.0e-6-scale-log,0.23390081421169504
Jimmy19991222/llama-3-8b-instruct-gapo-v2-bleu-beta0.1-no-length-scale-gamma0.4,0.20651369356032567
Jimmy19991222/llama-3-8b-instruct-gapo-v2-rouge2-beta10-1minus-gamma0.3-rerun,0.24796447076239822
Jimmy19991222/llama-3-8b-instruct-gapo-v2-rouge2-beta10-gamma0.3-lr1.0e-6-scale-log,0.2450037009622502
Jimmy19991222/llama-3-8b-instruct-gapo-v2-rougeL-beta10-gamma0.3-lr1.0e-6-scale-log,0.24278312361213916
Joseph717171/Llama-3.1-SuperNova-8B-Lite_TIES_with_Base,0.2561065877128053
Khetterman/Kosmos-8B-v1,0.22279792746113988
Kquant03/CognitiveFusion2-4x7B-BF16,0.17986676535899335
Kquant03/L3-Pneuma-8B,0.20873427091043673
Krystalan/DRT-o1-7B,0.3131014063656551
Kukedlc/NeuralExperiment-7b-MagicCoder-v7.5,0.18282753515914138
Kukedlc/NeuralLLaMa-3-8b-DT-v0.1,0.24796447076239822
Kukedlc/NeuralLLaMa-3-8b-ORPO-v0.3,0.18134715025906736
Kukedlc/NeuralSynthesis-7B-v0.1,0.19245003700962252
Kukedlc/NeuralSynthesis-7B-v0.3,0.19393042190969653
Kukedlc/NeuralSynthesis-7b-v0.4-slerp,0.19689119170984457
Kukedlc/Qwen-2.5-7b-Spanish-o1-CoT,0.3456698741672835
L-RAGE/3_PRYMMAL-ECE-7B-SLERP-V1,0.21983715766099185
LEESM/llama-2-7b-hf-lora-oki100p,0.11324944485566248
LEESM/llama-2-7b-hf-lora-oki10p,0.12213175425610659
LEESM/llama-3-8b-bnb-4b-kowiki231101,0.14951887490747595
LEESM/llama-3-Korean-Bllossom-8B-trexlab-oki10p,0.20947446336047373
LeroyDyer/Mixtral_AI_SwahiliTron_7b,0.09696521095484827
LeroyDyer/SpydazWeb_AI_CyberTron_Ultra_7b,0.18726868985936343
Lil-R/2_PRYMMAL-ECE-7B-SLERP,0.34863064396743154
Lil-R/2_PRYMMAL-ECE-7B-SLERP-V1,0.11324944485566248
Lil-R/2_PRYMMAL-ECE-7B-SLERP-V2,0.11324944485566248
Lil-R/2_PRYMMAL-ECE-7B-SLERP-V3,0.1843079200592154
Lil-R/PRYMMAL-ECE-7B-SLERP-V8,0.09770540340488527
LilRg/PRYMMAL-ECE-7B-SLERP-V3,0.09622501850481126
LilRg/PRYMMAL-ECE-7B-SLERP-V4,0.09622501850481126
LilRg/PRYMMAL-ECE-7B-SLERP-V5,0.09622501850481126
LilRg/PRYMMAL-ECE-7B-SLERP-V6,0.09622501850481126
LilRg/PRYMMAL-ECE-7B-SLERP-V7,0.09622501850481126
LimYeri/CodeMind-Llama3-8B-unsloth_v2-merged,0.23019985196151
LimYeri/CodeMind-Llama3-8B-unsloth_v3-merged,0.22205773501110287
LimYeri/CodeMind-Llama3-8B-unsloth_v4-one-DPO-merged,0.20429311621021465
LimYeri/CodeMind-Llama3-8B-unsloth_v4-one-merged,0.21095484826054775
LimYeri/CodeMind-Llama3.1-8B-unsloth-merged,0.19763138415988157
Locutusque/CollectiveLM-Falcon-3-7B,0.27239082161361955
Locutusque/Hercules-6.0-Llama-3.1-8B,0.23242042931162102
Locutusque/Hercules-6.1-Llama-3.1-8B,0.23464100666173204
Locutusque/Llama-3-NeuralHercules-5.0-8B,0.18948926720947445
Locutusque/Llama-3-Yggdrasil-2.0-8B,0.20503330866025166
Lyte/Llama-3.1-8B-Instruct-Reasoner-1o1_v0.3,0.23612139156180606
MLP-KTLim/llama-3-Korean-Bllossom-8B,0.23316062176165803
Magpie-Align/Llama-3-8B-Magpie-Align-SFT-v0.1,0.17542561065877127
Magpie-Align/Llama-3-8B-Magpie-Align-SFT-v0.3,0.17986676535899335
Magpie-Align/Llama-3-8B-Magpie-Align-v0.1,0.19022945965951146
Magpie-Align/Llama-3.1-8B-Magpie-Align-SFT-v0.1,0.16580310880829016
Magpie-Align/Llama-3.1-8B-Magpie-Align-v0.1,0.2161361954108068
Magpie-Align/MagpieLM-8B-Chat-v0.1,0.20947446336047373
Magpie-Align/MagpieLM-8B-SFT-v0.1,0.17542561065877127
MagusCorp/grpo_lora_enem_llama3_7b,0.23390081421169504
ManoloPueblo/ContentCuisine_1-7B-slerp,0.19022945965951146
Marsouuu/MistralBase-4x7B-MoE-ECE-PRYMMAL-Martial,0.11028867505551443
MaziyarPanahi/Calme-4x7B-MoE-v0.1,0.1991117690599556
MaziyarPanahi/Calme-4x7B-MoE-v0.2,0.1998519615099926
MaziyarPanahi/Llama-3-8B-Instruct-v0.10,0.2472242783123612
MaziyarPanahi/Llama-3-8B-Instruct-v0.8,0.2457438934122872
MaziyarPanahi/Llama-3-8B-Instruct-v0.9,0.24352331606217617
MaziyarPanahi/Qwen2-7B-Instruct-v0.1,0.26424870466321243
MaziyarPanahi/calme-2.1-qwen2-7b,0.2509252405625463
MaziyarPanahi/calme-2.2-qwen2-7b,0.2842339008142117
MaziyarPanahi/calme-2.3-qwen2-7b,0.26350851221317545
MaziyarPanahi/calme-2.4-qwen2-7b,0.28941524796447077
MaziyarPanahi/calme-2.6-qwen2-7b,0.27757216876387864
Minami-su/Amara-o2-7B-Qwen,0.32050333086602517
Minami-su/test-7B-00,0.23834196891191708
Minami-su/test-7B-01,0.22871946706143598
MrRobotoAI/MrRoboto-ProLong-8b-v4i,0.17172464840858623
MrRobotoAI/MrRoboto-ProLongBASE-pt8-unaligned-8b,0.15173945225758698
NAPS-ai/naps-llama-3_1-8b-instruct-v0.3,0.21983715766099185
NCSOFT/Llama-VARCO-8B-Instruct,0.18800888230940044
NTQAI/Nxcode-CQ-7B-orpo,0.14211695040710584
Naveenpoliasetty/llama3-8B-V2,0.23242042931162102
NbAiLab/nb-llama-3.1-8B-Instruct,0.1073279052553664
NbAiLab/nb-llama-3.1-8B-sft,0.1073279052553664
Nekochu/Llama-3.1-8B-German-ORPO,0.230940044411547
Nekochu/Llama-3.1-8B-french-DPO,0.23019985196151
Nekochu/Luminia-8B-RP,0.23760177646188008
NeverSleep/Lumimaid-v0.2-8B,0.25018504811250925
Nexesenex/Llama_3.1_8b_DeepDive_3_Prev_v1.0,0.22723908216136196
Nexesenex/Llama_3.1_8b_DeepDive_3_R1_Prev_v1.0,0.22649888971132495
Nexesenex/Llama_3.1_8b_DobHerWild_R1_v1.1R,0.23834196891191708
Nexesenex/Llama_3.1_8b_DoberWild_v2.01,0.2457438934122872
Nexesenex/Llama_3.1_8b_DoberWild_v2.02,0.2531458179126573
Nexesenex/Llama_3.1_8b_DoberWild_v2.03,0.23908216136195412
Nexesenex/Llama_3.1_8b_DodoWild_v2.01,0.24426350851221318
Nexesenex/Llama_3.1_8b_DodoWild_v2.02,0.24278312361213916
Nexesenex/Llama_3.1_8b_DodoWild_v2.03,0.2457438934122872
Nexesenex/Llama_3.1_8b_DodoWild_v2.10,0.2524056254626203
Nexesenex/Llama_3.1_8b_Dolermed_R1_V1.01,0.24278312361213916
Nexesenex/Llama_3.1_8b_Dolermed_R1_V1.03,0.2457438934122872
Nexesenex/Llama_3.1_8b_Dolermed_V1.01,0.24204293116210215
Nexesenex/Llama_3.1_8b_Dolerstormed_V1.04,0.2561065877128053
Nexesenex/Llama_3.1_8b_Hermedash_R1_V1.04,0.2457438934122872
Nexesenex/Llama_3.1_8b_Hermedive_R1_V1.01,0.22131754256106587
Nexesenex/Llama_3.1_8b_Hermedive_R1_V1.03,0.22871946706143598
Nexesenex/Llama_3.1_8b_Hermedive_V1.01,0.23982235381199113
Nexesenex/Llama_3.1_8b_Mediver_V1.01,0.17764618800888232
Nexesenex/Llama_3.1_8b_Medusa_v1.01,0.24130273871206515
Nexesenex/Llama_3.1_8b_Smarteaz_0.2_R1,0.21835677276091783
Nexesenex/Llama_3.1_8b_Smarteaz_V1.01,0.23982235381199113
Nexesenex/Llama_3.1_8b_Stormeder_v1.04,0.24870466321243523
Nexesenex/Llama_3.1_8b_Typhoon_v1.03,0.2531458179126573
Nitral-AI/Hathor_Stable-v0.2-L3-8B,0.23242042931162102
Nitral-AI/Hathor_Tahsin-L3-8B-v0.85,0.24204293116210215
NousResearch/Hermes-2-Pro-Llama-3-8B,0.18948926720947445
NousResearch/Hermes-2-Pro-Mistral-7B,0.18652849740932642
NousResearch/Hermes-2-Theta-Llama-3-8B,0.2153960029607698
