"item_id","frequency","mean_position","min_position","max_position","sd_position"
"X869",664,49.3644578313253,13,432,96.9910648899366
"X420",662,7.89728096676737,3,30,6.28364049179826
"X425",661,13.2889561270802,4,30,7.62490033513878
"X725",659,7.60091047040971,3,30,6.14045821851347
"X440",654,54.217125382263,13,485,114.58612633935
"X95",653,20.4777947932619,8,30,5.24476484885536
"X157",649,22.0647149460709,9,30,4.97265391860686
"X837",645,12.5007751937985,4,30,7.02604400991037
"X803",635,35.4393700787402,3,498,107.067996435916
"X129",628,44.7563694267516,15,343,71.425067241817
"X647",617,10.3889789303079,4,30,6.47706305908076
"X8",613,19.4828711256117,8,30,5.65325259879501
"X938",612,8.27777777777778,3,30,6.91954912036154
"X306",611,50.3126022913257,18,390,89.0837080371221
"X103",608,16.6348684210526,5,30,6.14714420367274
"X1110",607,12.4036243822076,3,30,7.42266087282289
"X12",603,24.5787728026534,16,30,3.19234140940615
"X474",602,7.32392026578073,3,30,6.05216309403175
"X728",588,16.3027210884354,5,30,6.47260188846597
"X569",582,43.0635738831615,11,323,70.0359711826325
"X794",580,58.0620689655172,14,500,122.311571378677
"X1073",551,23.3956442831216,4,321,52.9136818455093
"X785",544,19.2169117647059,8,30,5.39804282309882
"X637",541,36.7227356746765,4,471,94.7072918537955
"X257",535,13.3588785046729,4,33,7.37328604182014
"X557",535,24.8953271028037,10,112,19.4227625407639
"X26",526,56.4980988593156,14,419,105.303963639948
"X946",524,13.7977099236641,5,30,7.72205468698163
"X516",517,25.7659574468085,4,240,40.2893286323978
"X205",517,63.2495164410058,17,470,121.875085469094
"X959",515,20.2932038834951,10,30,5.44993596035489
"X1104",509,30.2239685658153,4,334,64.0266994563565
"X1049",509,37.3831041257367,4,435,91.4260629665198
"X978",509,66.2062868369352,16,489,127.840431264564
"X845",490,58.5142857142857,19,389,101.03997467645
"X325",489,39.120654396728,5,345,76.7122294708644
"X298",487,33.047227926078,7,202,40.3887975381742
"X624",481,28.975051975052,17,95,13.044451296728
"X1087",475,23.4505263157895,14,30,4.06684323000388
"X127",473,63.6088794926004,16,450,118.97614633011
"X540",471,29.0148619957537,4,268,47.8305274183676
"X204",470,10.3021276595745,4,30,5.98738864243197
"X459",470,31.2382978723404,7,200,36.7044122954992
"X133",468,45.775641025641,17,272,64.8350805574761
"X930",466,28.3326180257511,7,140,26.3484281307094
"X507",459,24.723311546841,14,30,3.83270816679402
"X105",458,32.8886462882096,6,243,46.6548695327455
"X839",456,42.8662280701754,7,285,63.7221102951444
"X972",447,15.8657718120805,6,30,6.7058548658203
"X614",443,25.3205417607223,16,30,3.16316578847502
"X715",440,12.3659090909091,5,64,9.37841371547427
"X191",430,52.9046511627907,5,424,107.514503718265
"X185",426,47.1525821596244,19,248,59.3860962567071
"X152",425,13.3552941176471,4,30,7.29715481324601
"X504",424,24.4245283018868,13,64,7.84356279495141
"X293",424,50.7971698113208,12,339,87.4017186187034
"X1017",418,72.0047846889952,17,464,132.40648471762
"X587",417,11.7649880095923,5,57,7.94133672035797
"X119",413,35.8523002421308,16,155,31.2797427513279
"X451",412,13.9490291262136,5,49,7.4959729028797
"X99",412,58.8932038834951,14,386,100.774872570175
"X634",410,25.2365853658537,19,30,2.9758815420565
"X875",407,20.9262899262899,11,30,4.83618052938267
"X536",404,16.8069306930693,4,498,53.4146879130524
"X755",398,13.6457286432161,5,30,7.0072017179545
"X617",392,12.4030612244898,5,30,6.57210962142578
"X366",391,47.3759590792839,22,224,55.8185185247312
"X1120",390,12.725641025641,5,30,7.55368848591676
"X7",388,61.6469072164948,7,431,119.312615956265
"X159",386,16.5155440414508,6,30,6.63254603045522
"X1131",386,19.2616580310881,8,55,8.78288958438991
"X508",382,34.782722513089,21,93,16.7062757133813
"X1024",381,61.7112860892388,9,500,133.499361731865
"X393",377,59.604774535809,5,435,119.640553318763
"X1151",372,22.741935483871,13,30,4.08838529948101
"X1105",370,56.6540540540541,4,500,121.569698733635
"X588",369,76.0108401084011,14,472,139.552759586687
"X836",362,82.1988950276243,18,499,150.822837124295
"X335",356,20.7050561797753,9,30,5.1839489268036
"X447",353,20.2351274787535,8,30,5.72561142508722
"X402",349,19.7507163323782,9,30,5.8881608082477
"X395",348,52.7528735632184,13,302,77.791799778359
"X515",346,17.2601156069364,5,64,7.88698976307363
"X880",346,67.4508670520231,5,458,132.135543767687
"X248",343,22.3848396501458,11,30,4.70759035161909
"X854",343,60.1720116618076,20,314,86.1117329949391
"X68",341,21.574780058651,9,30,5.50329930680742
"X750",334,19.5059880239521,9,37,5.79931859514756
"X31",329,77.1033434650456,8,484,144.036755199995
"X202",324,12.3055555555556,4,30,7.00966824581654
"X48",319,77.6990595611285,18,412,126.664578471506
"X667",318,76.6981132075472,9,481,138.469587122743
"X786",317,66.4447949526814,23,304,92.5521112861179
"X835",316,25.0506329113924,16,30,3.49202714285062
"X1166",314,46.9872611464968,15,216,52.9990641018273
"X894",290,15.4586206896552,6,30,5.86231984274748
"X276",282,14.3262411347518,7,44,6.27710799278099
"X687",281,15.2775800711744,5,30,7.39892577976415
"X437",278,90.0215827338129,14,451,155.92977071528
"X919",275,11.7890909090909,6,34,5.76541642405822
"X121",275,18.6690909090909,6,30,7.08985274489253
"X347",271,99.929889298893,14,491,171.684116350421
"X211",270,12.9074074074074,4,30,6.77484006729985
"X473",268,24.1455223880597,5,258,41.3855230177948
"X876",259,26.3011583011583,18,30,2.73117918460315
"X1163",253,10.6600790513834,4,30,6.50114971468691
"X721",251,11.4302788844622,6,30,5.83901699962522
"X997",239,93.510460251046,22,387,135.61992311451
"X287",228,17.9956140350877,9,31,6.13827294729429
"X273",226,17.7787610619469,8,31,7.05311217457225
"X479",224,11.625,4,30,7.74379543331334
"X236",224,27.9642857142857,23,30,1.75099495830521
"X238",218,25.6146788990826,13,500,32.582517224706
"X607",213,35.887323943662,21,119,15.658998223134
"X923",211,15.9052132701422,6,30,6.52617596241432
"X403",211,18.1279620853081,9,30,5.35214466301068
"X375",210,66.2714285714286,24,226,71.7746849513343
"X212",209,13.3253588516746,5,30,6.39406109593042
"X232",206,125.631067961165,13,499,194.691324936894
"X829",204,22.3382352941176,11,30,4.53864726961239
"X1162",199,18.5175879396985,7,30,6.37375000310461
"X1089",198,20.2828282828283,12,30,4.7410945726713
"X565",195,39.9794871794872,25,87,15.4105195609272
"X1033",192,15.4583333333333,7,30,5.60743087138062
"X1001",192,27.078125,21,30,2.31524440942909
"X1007",191,117.052356020942,16,500,189.231263084699
"X406",188,20.2659574468085,8,30,5.90870930089284
"X1011",187,20.6524064171123,11,30,4.86174800255923
"X278",183,21,12,30,4.7405197470876
"X145",181,25.8729281767956,17,30,3.25583011096701
"X423",180,26.0333333333333,19,30,2.94246504799279
"X88",179,96.2458100558659,24,354,116.977554371459
"X1133",179,105.815642458101,22,349,133.380399571653
"X766",178,23.5224719101124,17,30,3.72835380613566
"X106",167,15.7844311377246,5,30,6.05906645208912
"X59",167,72.0179640718563,24,221,72.3325213942644
"X201",166,112.807228915663,24,500,181.328127676927
"X187",165,19.5636363636364,11,30,4.97100238835299
"X797",160,15.16875,5,30,6.8038297345395
"X224",157,56.4140127388535,22,123,37.1538803898796
"X280",156,16.8910256410256,8,31,5.84484743358789
"X1100",156,27.25,20,47,4.39886348958455
"X17",145,21.2068965517241,13,35,4.58544883257556
"X486",141,12.9078014184397,5,30,7.02027747642484
"X275",140,23.5071428571429,15,40,5.12785653478288
"X752",140,27.6,23,30,1.75802374330223
"X716",139,19.6618705035971,7,30,5.88359787987713
"X223",134,24.1194029850746,17,32,3.69320606918497
"X114",130,18.2307692307692,9,40,6.00198734727718
"X1101",128,155.953125,24,397,170.976807349929
"X85",124,27.6935483870968,22,30,2.01690989336779
"X885",119,24.9915966386555,18,30,3.21673536558294
"X509",119,26.5126050420168,20,44,3.9162104352543
"X629",116,20.1810344827586,10,51,6.60513520637184
"X808",114,26.2105263157895,21,30,2.37417404067342
"X1129",109,152.798165137615,26,340,145.965354832635
"X18",107,32.3457943925234,24,49,5.19088970404794
"X905",102,30.1764705882353,25,57,4.84494585018301
"X397",101,27.4356435643564,22,30,1.99707707204383
"X272",99,120.838383838384,26,256,99.0637505594876
"X300",97,139.381443298969,26,282,116.989088103956
"X491",92,22.2934782608696,13,38,5.38728263063851
"X782",92,26.0434782608696,19,30,3.18275933735528
"X19",90,26.4111111111111,21,30,2.3649806728642
"X768",90,28.6555555555556,20,42,4.56208387016854
"X1124",89,28.4044943820225,24,30,1.6005616991572
"X669",86,26.1511627906977,13,43,6.89674678954286
"X951",86,33.0813953488372,27,55,4.73339852109534
"X559",83,26.3132530120482,16,38,5.12746718923365
"X961",82,28.4756097560976,25,30,1.43351083962105
"X1143",80,28.6,18,44,5.44616924945148
"X696",79,31.2911392405063,22,47,4.53236763489012
"X615",78,35.3076923076923,22,45,4.2251802153456
"X671",77,32.4025974025974,20,56,7.00236753244693
"X630",75,38.2533333333333,29,59,5.44528889694304
"X27",75,39.4,31,54,4.60317164455
"X1070",75,40.2933333333333,35,55,4.12563945357576
"X897",74,39.972972972973,31,57,4.48734284793083
"X815",74,48.027027027027,41,67,5.55414931398133
"X909",74,208.743243243243,27,498,225.380291149542
"X586",73,43.1232876712329,31,57,5.01371786390835
"X438",73,45.8082191780822,39,59,4.93191853093076
"X558",73,52.6301369863014,43,72,7.20051473722359
"X76",72,29.0833333333333,27,30,0.989380229960464
"X1152",72,46.5833333333333,37,63,6.40807149473928
"X593",72,49.4722222222222,42,65,5.28343737401448
"X381",71,22.8450704225352,10,30,5.19518427371224
"X1053",71,48.8732394366197,41,70,5.55473948846463
"X15",71,54.4225352112676,47,76,6.11008994984288
"X195",70,28.1857142857143,23,30,1.43751856590765
"X661",70,50.9714285714286,43,68,5.26396397880783
"X1125",68,52.4264705882353,40,72,6.33001892541697
"X992",68,67.4264705882353,56,89,9.12159349863531
"X1080",67,306.074626865672,29,447,188.136178389955
"X883",66,51.6818181818182,42,67,6.18971626268825
"X1058",66,54.030303030303,36,66,6.55149941022241
"X850",66,55.3030303030303,48,80,5.44050251346947
"X527",66,77.5,60,108,11.4169240098265
"X408",65,58.3076923076923,48,75,6.39316792786222
"X358",65,61.5076923076923,50,84,5.40290164206662
"X37",65,66.4,52,86,7.54735052849674
"X229",65,67.7076923076923,60,90,5.45356270284354
"X175",65,69.4,61,87,4.83089018711873
"X640",64,27.515625,22,30,2.15282898044587
"X6",64,59.046875,37,76,7.8627708018573
"X1002",64,62.265625,43,85,7.3056668317918
"X461",64,64.484375,57,76,4.45432619207404
"X487",64,64.796875,44,86,9.69892759167587
"X448",64,67.265625,56,94,6.53984657724998
"X618",64,68.359375,62,90,5.81013670166748
"X1121",64,85.546875,72,107,8.99899410163546
"X582",64,89.796875,67,118,12.9788346475916
"X1051",64,98.5625,30,121,17.9176910006187
"X35",63,70.2539682539683,62,84,4.52579792989057
"X1144",62,75.4677419354839,53,100,8.35820543515445
"X709",62,76.8064516129032,69,96,5.00766202991147
"X483",62,77.2903225806452,72,90,3.78689325832846
"X1127",62,79.5322580645161,64,97,8.09921619752666
"X378",62,79.5967741935484,66,95,7.31147689195679
"X160",62,81.6774193548387,76,96,4.06816587161383
"X162",62,81.9354838709677,74,90,4.22665611248162
"X386",62,86.2258064516129,70,113,10.4150259592771
"X1066",61,80.8688524590164,67,92,6.47424489763366
"X568",60,76.9166666666667,39,109,13.3914868817452
"X414",60,82.1833333333333,74,95,5.15025642496933
"X409",60,83.9833333333333,76,99,4.59731560092009
"X282",59,87.4745762711864,76,104,5.77257467269511
"X311",59,90.6779661016949,81,106,4.92159449199735
"X268",59,263,28,358,125.275007827607
"X326",58,28.1896551724138,25,30,1.54983753027081
"X853",58,87.7758620689655,72,106,6.9712268382089
"X135",58,90.3793103448276,81,111,5.77297875680812
"X800",58,100.775862068966,94,121,5.19460956589085
"X329",57,27.9473684210526,24,30,1.55173926187427
"X934",57,94.6842105263158,83,105,4.58319092966291
"X208",56,94.0892857142857,82,110,6.24725913927434
"X1081",56,94.5892857142857,89,107,3.9853220958653
"X574",56,101.642857142857,89,128,6.25061035980726
"X82",56,102.089285714286,94,124,5.26835073628545
"X560",55,98.2545454545455,87,119,5.33409085529345
"X577",54,11.537037037037,5,29,6.61819379955088
"X374",54,24.9444444444444,15,30,3.37815773544318
"X533",54,95.7222222222222,87,107,4.9656049686219
"X969",53,24.9056603773585,10,30,4.59206736977934
"X1086",53,98.6981132075472,83,123,10.026090782132
"X449",53,108.962264150943,100,127,5.00754148241562
"X108",53,119.018867924528,103,141,8.51580107356485
"X263",52,89.9615384615385,46,128,12.7047336221684
"X168",52,415.711538461538,27,490,154.040017278228
"X979",51,104.627450980392,93,116,5.75138516990029
"X907",51,105.803921568627,99,116,4.43630300066683
"X758",51,111.078431372549,102,132,5.86120512268561
"X492",51,125.725490196078,112,145,8.7477504111001
"X1056",50,107.66,101,120,4.28385674030173
"X1095",50,111.52,103,135,6.18173742171409
"X361",50,114.82,108,129,4.81786640897129
"X29",50,114.98,105,134,5.44167591231726
"X454",49,116.265306122449,104,128,5.87287376490449
"X413",49,118.30612244898,109,148,7.01547124109948
"X561",49,121.061224489796,115,135,4.35606934472518
"X139",49,124.183673469388,114,146,7.19569741057042
"X180",49,128.530612244898,115,142,6.21189061671353
"X383",49,128.918367346939,120,154,6.28436132625357
"X762",49,195.081632653061,29,253,45.5273895284906
"X422",48,114.0625,100,131,7.82360381127168
"X313",48,120.395833333333,109,140,6.75321699016936
"X322",48,120.791666666667,113,130,4.49566378945328
"X793",48,122.6875,109,161,8.48567315751498
"X259",48,126.541666666667,115,149,6.76020374026768
"X214",48,127.8125,118,142,5.34214973861527
"X701",48,129.1875,121,157,6.65456570189603
"X1103",48,131.0625,120,148,5.38479439145989
"X675",48,132.375,126,140,3.57666788945932
"X419",48,133.625,122,159,6.11111648398646
"X140",48,134.666666666667,125,153,5.3805533739504
"X225",48,136.4375,124,161,7.04667191703878
"X604",48,136.979166666667,118,169,10.6860210602118
"X468",48,137.770833333333,121,152,6.18247207781061
"X349",48,140.666666666667,134,170,6.23761183614689
"X807",48,141.708333333333,136,150,3.71860379502807
"X826",48,142.729166666667,129,161,7.79454141605039
"X460",48,143.354166666667,131,160,6.65403279840651
"X77",48,144.291666666667,133,160,5.36322518613223
"X707",48,144.625,140,154,3.33661186286392
"X677",48,144.729166666667,126,163,8.02851191355529
"X534",48,145.5625,134,163,6.51971233538491
"X200",48,145.625,132,157,5.13073757710394
"X1139",48,149.666666666667,141,165,5.39634759591027
"X871",48,150.6875,135,177,9.68252703519252
"X770",48,151.875,143,171,5.3619026473818
"X124",48,152.916666666667,131,176,9.12521252059914
"X84",48,153.3125,139,169,6.71662355018454
"X197",48,153.333333333333,141,164,5.51336223375241
"X360",48,163.4375,156,189,6.76947545030931
"X817",48,163.541666666667,155,183,7.35413715763674
"X251",48,273.333333333333,28,300,51.7281491882294
"X960",47,27.936170212766,24,30,1.56600093452064
"X649",47,155.595744680851,149,170,5.48777128464055
"X711",47,158.404255319149,145,175,7.35042020232764
"X1052",47,162.191489361702,155,186,5.30642882398462
"X695",47,163.212765957447,146,185,10.4775871978004
"X472",47,174.63829787234,154,196,11.2141710269813
"X945",46,159.891304347826,152,170,4.98097831028566
"X878",46,160.239130434783,148,178,7.56654855299501
"X227",46,162.95652173913,148,180,8.24070256373577
"X477",46,164.217391304348,152,194,7.13025803952037
"X480",46,166.608695652174,147,194,10.3654945979856
"X469",46,167.239130434783,155,193,6.86758823139114
"X867",46,167.239130434783,161,177,3.19850508559994
"X342",46,168.586956521739,157,181,5.77571962599187
"X65",46,169.847826086957,145,195,13.6038677364676
"X610",46,171.608695652174,155,195,9.30347189881179
"X1170",46,173.260869565217,148,203,13.2806204383324
"X53",46,173.521739130435,152,188,9.93923567469358
"X416",46,174.45652173913,167,193,5.14978541835215
"X64",46,174.673913043478,158,186,7.08379793872715
"X252",46,174.847826086957,169,183,3.78868133790548
"X552",46,175,164,191,5.68819440205374
"X672",46,175.260869565217,161,214,9.15164777539165
"X60",46,178.434782608696,172,195,5.41049257939523
"X749",46,179.717391304348,164,212,9.70146161606192
"X1027",46,180.478260869565,159,208,9.67411007778501
"X931",46,182.913043478261,173,199,6.08030001802368
"X16",46,185.086956521739,168,200,7.39016188954093
"X373",46,186.173913043478,177,205,5.6304898063079
"X498",46,187.847826086957,176,208,7.46835514035155
"X266",46,188.782608695652,182,202,4.16820261545408
"X872",46,190.021739130435,178,208,6.38222925328963
"X590",46,191.739130434783,179,218,7.47569330150483
"X1064",46,192.5,187,212,5.60059520646392
"X658",46,194.413043478261,180,208,6.17009305514745
"X196",46,194.934782608696,178,216,7.60234517592519
"X331",46,195.717391304348,190,223,5.77990020474503
"X1079",46,197.195652173913,180,211,7.77923036815166
"X771",46,201.260869565217,186,220,8.65238511139801
"X1172",46,201.847826086957,182,223,10.2045031264619
"X901",46,202.065217391304,194,219,5.43405792269887
"X489",46,202.478260869565,197,212,3.43665942731072
"X833",46,204.673913043478,196,220,5.42444814531021
"X1097",46,206.021739130435,184,222,10.8617353441331
"X55",46,207.434782608696,191,233,9.59549008397647
"X546",46,207.934782608696,201,236,7.12242834342659
"X705",46,210.086956521739,193,229,7.19822844550124
"X977",46,212.5,189,245,9.68102382097174
"X150",46,214.913043478261,203,237,8.71480499420134
"X1057",46,215.108695652174,209,231,4.78529349323791
"X392",46,215.804347826087,207,245,7.03836965092025
"X529",46,216.260869565217,202,228,6.31905331379699
"X384",46,216.45652173913,204,242,8.78308101279356
"X1142",46,218.978260869565,205,237,7.83011034528401
"X3",46,219.065217391304,212,245,5.0657989340853
"X466",46,219.347826086957,191,245,11.7079600487197
"X700",46,219.565217391304,197,234,8.92350746664373
"X819",46,220.630434782609,188,256,15.6820615079809
"X900",46,220.652173913043,211,232,5.40870652561158
"X1106",46,224.478260869565,183,252,17.4505512557751
"X324",46,224.608695652174,217,243,5.63906320379769
"X1030",46,227.021739130435,199,243,10.3890735988126
"X285",46,227.130434782609,206,245,7.71609773468479
"X1167",46,227.847826086957,222,239,3.49582221327972
"X96",46,229.195652173913,218,248,6.15582674370801
"X363",46,230.847826086957,219,246,5.62125882028551
"X327",46,230.95652173913,204,254,10.0508850284476
"X362",46,233.652173913043,226,255,6.81246371261886
"X840",46,233.826086956522,220,246,5.84733309704741
"X566",46,234.782608695652,204,270,19.1820669069122
"X1130",46,236.478260869565,213,259,9.44396134030108
"X998",46,236.673913043478,229,244,3.61511854931534
"X904",46,240.782608695652,220,260,9.21571856118848
"X1091",46,241.347826086957,231,254,6.32531910940063
"X769",46,242.434782608696,225,258,8.61433475580234
"X219",46,243.54347826087,235,259,5.15840854760083
"X290",46,243.934782608696,235,254,5.0349982849519
"X860",46,244.130434782609,230,258,6.55102602872142
"X688",46,245.04347826087,224,276,9.93524930457014
"X328",46,245.652173913043,241,266,5.44147607141195
"X987",46,246.891304347826,234,265,6.45747890561209
"X193",46,247.260869565217,234,271,7.05670613312439
"X265",46,250.108695652174,233,263,8.26028856334683
"X61",46,250.760869565217,232,278,8.62344293863779
"X427",46,252.782608695652,239,273,5.28693586316839
"X549",46,253.413043478261,245,266,4.83310844054503
"X1094",46,254.130434782609,230,297,11.7730552923986
"X387",46,254.847826086957,244,266,4.73271071634826
"X1102",46,257.173913043478,227,279,11.5418164328691
"X781",46,259.5,249,272,6.81746124138435
"X494",46,261.586956521739,252,277,5.35236640066396
"X1141",46,261.586956521739,255,273,4.50962470454531
"X295",46,263.152173913043,250,284,7.89927532908163
"X86",46,264.195652173913,238,307,15.0593191010563
"X1010",46,264.608695652174,251,283,7.81871902230528
"X359",46,264.652173913043,251,286,7.43928727561197
"X230",46,266.782608695652,262,284,4.77918190804084
"X842",46,269.260869565217,252,284,8.56980430895127
"X1171",46,269.891304347826,231,300,16.3913639333096
"X44",46,270.086956521739,246,291,11.4461562436314
"X45",46,271,264,281,4.20052906720623
"X181",46,272.45652173913,263,288,5.43938935191618
"X974",46,273.152173913043,257,285,8.40626060691104
"X603",46,275.95652173913,267,297,6.88946545818447
"X1148",46,277,269,291,5.05525029603437
"X694",46,278.608695652174,272,293,5.00434593736979
"X1157",46,278.695652173913,259,291,9.38052252801254
"X337",46,278.804347826087,268,293,7.55312905053967
"X524",46,281.869565217391,271,303,6.87219420127928
"X719",46,282.347826086957,273,303,5.80121593118143
"X269",46,282.934782608696,267,296,7.79002830949939
"X429",46,284.326086956522,263,302,8.8520037852733
"X556",46,284.826086956522,275,301,5.51887407126605
"X292",46,287.260869565217,262,314,12.0174591187779
"X57",46,287.847826086957,280,307,6.36297411699329
"X350",46,290,267,316,9.60555394897487
"X868",46,290.695652173913,280,300,4.58436747226626
"X595",46,293.739130434783,278,308,5.42190939146675
"X1154",46,294.021739130435,274,310,8.77746896050661
"X404",46,295.021739130435,283,309,4.78185984475489
"X169",46,295.826086956522,277,314,8.62632752508553
"X117",46,296.586956521739,283,305,4.39482567954898
"X277",46,296.847826086957,266,312,11.6770761014988
"X39",46,298.152173913043,285,314,5.22373808814402
"X937",46,298.304347826087,269,314,9.84292089714428
"X198",46,300.304347826087,277,318,7.55680580732771
"X1088",46,304.195652173913,287,323,6.71191168402165
"X171",46,304.586956521739,296,317,4.47996074862032
"X776",46,304.652173913043,298,314,3.54787818470795
"X1012",46,304.826086956522,291,330,7.12524260117534
"X173",46,306.326086956522,293,319,5.84258066202518
"X564",46,308.347826086957,303,326,3.93399650513514
"X806",46,309.217391304348,302,331,5.13771693125463
"X818",46,309.934782608696,291,326,8.07300625242486
"X555",46,310.695652173913,303,321,4.37096259531717
"X893",46,313.652173913043,300,330,5.75120235276203
"X111",46,313.826086956522,290,331,9.55522974391182
"X928",46,316.195652173913,308,338,6.14498735273047
"X765",46,316.347826086957,309,330,4.9540887324595
"X289",46,316.869565217391,293,338,8.86593655052157
"X410",46,321.065217391304,299,337,8.58526431072592
"X94",46,321.326086956522,315,331,4.17428289424177
"X1055",46,322.782608695652,308,349,9.08946409244916
"X1117",46,323.847826086957,314,337,5.56563819363202
"X925",46,323.913043478261,315,339,5.32009225883462
"X210",46,325.739130434783,310,340,6.79684496286883
"X861",46,326.565217391304,310,357,9.02749423560675
"X949",46,328.195652173913,318,344,5.68279886134911
"X281",46,329.434782608696,304,349,10.7489579317419
"X141",46,331.717391304348,310,353,10.7861290419754
"X505",46,332.173913043478,307,368,13.9543770079914
"X673",46,333.739130434783,316,348,8.02062558548949
"X1044",46,337.478260869565,317,363,10.8663376850708
"X519",46,338.086956521739,295,365,16.4854495937836
"X41",46,338.478260869565,330,355,5.50853531827264
"X902",46,339.847826086957,326,358,6.65321105867718
"X97",46,340,320,372,11.9294220778339
"X146",46,340.130434782609,322,354,6.91088897852005
"X774",46,342.130434782609,338,352,3.63078623656808
"X635",46,342.434782608696,328,375,8.93346311824391
"X1168",46,344.282608695652,336,355,5.06255554034065
"X1003",46,345.521739130435,339,355,3.51971672114411
"X1000",46,346.04347826087,327,365,8.89932961704702
"X206",46,347.108695652174,335,367,7.87465205120431
"X182",46,347.434782608696,336,371,7.1946034526289
"X93",46,348.086956521739,341,364,3.96555215130684
"X801",46,351.521739130435,330,372,10.4811770552628
"X5",46,352.565217391304,333,370,7.57085691293497
"X309",46,352.739130434783,345,365,4.47429588555536
"X651",46,353.934782608696,342,378,7.15356064849462
"X809",46,357.652173913043,348,368,4.98092981638457
"X249",46,358.695652173913,347,375,6.27470960892442
"X1076",46,360.630434782609,353,378,5.73627326039079
"X1029",46,365.586956521739,338,393,11.2221528672463
"X501",46,366.108695652174,350,383,7.11876475199194
"X267",46,366.695652173913,360,376,4.07632495279424
"X887",46,367.021739130435,359,379,5.02654787850262
"X739",46,369.586956521739,357,386,7.11048079936003
"X412",46,370.347826086957,359,393,6.68735919080618
"X645",46,370.608695652174,342,402,13.708842662667
"X592",46,371.565217391304,358,394,7.56204608970363
"X370",46,371.934782608696,366,389,5.45853938099864
"X463",46,374.021739130435,348,399,11.8387107602039
"X1061",46,374.586956521739,342,400,13.9500316000542
"X2",46,374.804347826087,361,393,6.15221573533522
"X24",46,375.173913043478,362,391,6.86473871907441
"X612",46,378.5,372,391,4.71286654925759
"X824",46,380.195652173913,369,392,4.77781709904053
"X708",46,380.239130434783,349,416,13.7083669221209
