"","Item1","Item2","Q3"
"158","X8358","X8405",0.24622487152198
"68","X8308","X8371",0.244238645588035
"49","X8331","X8352",0.243619148823248
"74","X8361","X8374",0.243590748032726
"155","X8393","X8404",0.243590528355718
"52","X8334","X8353",0.239919582537531
"79","X8359","X8380",0.239476436217576
"20","X8319","X8333",0.239048531277438
"171","X8381","X8409",0.23814205546211
"18","X8299","X8331",0.238028451713957
"19","X8304","X8333",0.237459666029083
"145","X8311","X8401",0.237009107956514
"12","X8311","X8322",0.235360941444296
"66","X8315","X8370",0.235107329179243
"154","X8380","X8404",0.234329125200714
"47","X8343","X8350",0.234312847949888
"24","X8312","X8338",0.234036484200463
"4","X8309","X8315",0.233066885391814
"44","X8335","X8349",0.232826762150593
"69","X8311","X8371",0.232514738864662
"62","X8357","X8368",0.227752919643293
"11","X8308","X8322",0.227601818469163
"80","X8365","X8380",0.227470069361596
"149","X8319","X8402",0.227010656169848
"148","X8304","X8402",0.227009798217751
"36","X8326","X8347",0.226627045619561
"33","X8315","X8343",0.22585585503699
"116","X8303","X8392",0.225435956372957
"160","X8386","X8405",0.224549081196225
"90","X8306","X8383",0.224299170179706
"163","X8306","X8407",0.223933715000802
"59","X8306","X8364",0.223813862701013
"46","X8300","X8350",0.221625731315785
"42","X8331","X8348",0.221608876827451
"60","X8356","X8366",0.220793245793176
"139","X8312","X8399",0.220347101674812
"39","X8345","X8347",0.219735923954243
"17","X8319","X8328",0.219314248117498
"16","X8304","X8328",0.219314237627473
"76","X8335","X8378",0.218615608879746
"86","X8347","X8382",0.218109586533811
"30","X8298","X8342",0.217993757927034
"71","X8322","X8371",0.217634172212698
"142","X8300","X8400",0.217326391081221
"3","X8300","X8315",0.215972747147377
"75","X8320","X8376",0.215197632066697
"102","X8356","X8387",0.21508016900687
"159","X8369","X8405",0.214217217620099
"112","X8353","X8389",0.213905241884176
"78","X8351","X8379",0.213350043175262
"95","X8365","X8384",0.213241206557983
"100","X8316","X8387",0.213051456799762
"64","X8326","X8369",0.212582026358608
"168","X8304","X8408",0.212341089254631
"169","X8319","X8408",0.212341048995975
"172","X8404","X8409",0.21211339168673
"123","X8382","X8393",0.211636454007053
"26","X8326","X8339",0.211429354784112
"118","X8340","X8392",0.211282334800272
"121","X8348","X8393",0.210362500330228
"122","X8354","X8393",0.208071066618982
"175","X8384","X8410",0.20794868737601
"107","X8381","X8388",0.207573344037324
"93","X8356","X8383",0.207378167570941
"63","X8314","X8369",0.207345918940717
"14","X8303","X8323",0.206739642006182
"22","X8326","X8337",0.206736184651701
"8","X8307","X8318",0.206439229880075
"37","X8327","X8347",0.205850957225017
"129","X8384","X8396",0.205319910745712
"164","X8358","X8407",0.204242771471005
"73","X8354","X8374",0.204126623463632
"56","X8326","X8362",0.2039700304223
"170","X8356","X8409",0.203371601832282
"50","X8348","X8352",0.202746112354819
"117","X8323","X8392",0.202076622610591
"72","X8348","X8374",0.201174636443712
"132","X8365","X8398",0.201156121981108
"161","X8328","X8406",0.201066755575698
