"","Item1","Item2","Q3"
"56","X7763","X7790",0.281907482591776
"113","X7799","X7811",0.281227997909804
"104","X7766","X7808",0.280718108200038
"49","X7752","X7783",0.280390974377728
"190","X7817","X7840",0.280183422184694
"163","X7809","X7830",0.279990936808366
"37","X7734","X7773",0.278845621909625
"92","X7804","X7805",0.278627570729991
"194","X7767","X7841",0.278021124669373
"172","X7762","X7834",0.276971230791707
"131","X7815","X7820",0.276336562424182
"105","X7781","X7808",0.276305546976001
"81","X7756","X7801",0.275980205818814
"124","X7809","X7815",0.275742628869337
"140","X7811","X7822",0.274841500705815
"153","X7775","X7827",0.27353643767499
"171","X7826","X7833",0.272174042342068
"126","X7733","X7816",0.270690582432582
"26","X7761","X7766",0.269526007264887
"3","X7742","X7745",0.268541675813897
"207","X7739","X7843",0.26851535139031
"107","X7805","X7808",0.26632390589449
"76","X7796","X7799",0.265108412440818
"175","X7813","X7834",0.265017458061723
"118","X7775","X7813",0.264273488073863
"15","X7751","X7757",0.264057190397774
"4","X7732","X7750",0.261237686465501
"88","X7781","X7805",0.257961581530363
"141","X7813","X7822",0.257179723396848
"5","X7739","X7750",0.25626820366604
"166","X7813","X7832",0.256042302385516
"183","X7757","X7838",0.255904753315653
"214","X7841","X7843",0.255433196244214
"71","X7791","X7797",0.254895526261523
"193","X7765","X7841",0.254365438808902
"125","X7812","X7815",0.253901974563362
"115","X7742","X7813",0.252593664974231
"14","X7747","X7757",0.25050517663945
"101","X7797","X7807",0.250075876414408
"157","X7771","X7829",0.249302167155493
"28","X7751","X7767",0.247672324511609
"213","X7840","X7843",0.244696720356716
"209","X7751","X7843",0.244306443626568
"17","X7742","X7759",0.244299523560386
"65","X7770","X7794",0.243839240020056
"137","X7761","X7822",0.243591460115523
"13","X7751","X7756",0.242887268721462
"127","X7744","X7816",0.242077750402056
"34","X7770","X7771",0.241937677258277
"143","X7797","X7823",0.241644877893184
"93","X7742","X7806",0.240629713498257
"204","X7809","X7842",0.240468090101899
"40","X7758","X7775",0.238002670092857
"119","X7778","X7813",0.237152300609159
"205","X7830","X7842",0.235696877967938
"95","X7796","X7806",0.235518275749931
"42","X7763","X7777",0.234684388614214
"184","X7765","X7838",0.234299530025759
"16","X7753","X7757",0.233561290370248
"59","X7745","X7792",0.233204968690097
"98","X7770","X7807",0.233174113454277
"123","X7798","X7815",0.233112323847644
"168","X7736","X7833",0.232926709188462
"32","X7749","X7770",0.232418944201284
"66","X7771","X7794",0.232086873754384
"44","X7739","X7780",0.232065668655492
"2","X7739","X7743",0.232065668103353
"210","X7754","X7843",0.230958561896441
"120","X7812","X7814",0.230634889029937
"150","X7733","X7826",0.2305732123009
"132","X7746","X7821",0.230534456632231
"53","X7750","X7789",0.230381913845574
"109","X7763","X7810",0.229490043510507
"10","X7750","X7754",0.229143974711287
"52","X7739","X7788",0.228205356615831
"160","X7805","X7829",0.227116119760188
"25","X7752","X7765",0.227108065315355
"178","X7765","X7836",0.227015910389626
"39","X7758","X7774",0.22559205831227
"19","X7743","X7762",0.224962189601484
"67","X7753","X7795",0.22483998785151
"142","X7749","X7823",0.224201934885487
"62","X7749","X7794",0.224143301011425
"70","X7770","X7797",0.22401376121026
"188","X7739","X7840",0.223667356445543
"51","X7733","X7787",0.223336896644289
"159","X7803","X7829",0.219295052830221
"78","X7781","X7800",0.218257700122232
"35","X7742","X7772",0.218191424792046
"148","X7810","X7825",0.217998568891062
"29","X7763","X7767",0.217911520381758
"55","X7738","X7790",0.217908898806374
"181","X7822","X7837",0.217809711863633
"33","X7760","X7770",0.217791318025396
"97","X7760","X7807",0.217522243395298
"208","X7740","X7843",0.217187798024387
"173","X7774","X7834",0.217026222312812
"186","X7789","X7838",0.216702386923852
"50","X7785","X7786",0.21610910202683
"145","X7738","X7825",0.216083074388282
"79","X7735","X7801",0.215437815750523
"202","X7783","X7842",0.215123511641607
"108","X7734","X7810",0.214755757408045
"102","X7802","X7807",0.214191290799936
"57","X7776","X7790",0.214005137393168
"90","X7789","X7805",0.213358123709984
"110","X7768","X7811",0.21327377110228
"27","X7763","X7766",0.212925172123882
"189","X7795","X7840",0.212027829274925
"74","X7787","X7798",0.21196309501953
"130","X7808","X7819",0.211913393611824
"170","X7787","X7833",0.211411375860642
"215","X7796","X7844",0.210891959992908
"116","X7744","X7813",0.210827882207089
"121","X7813","X7814",0.210291154764295
"47","X7746","X7782",0.210153211973356
"46","X7754","X7780",0.209077853100488
"45","X7753","X7780",0.209077852914504
"58","X7777","X7790",0.208774140635175
"77","X7747","X7800",0.208584803397277
"96","X7799","X7806",0.208233071786
"122","X7764","X7815",0.207484163683372
"36","X7745","X7772",0.206996323759632
"129","X7747","X7819",0.206647412521974
"169","X7756","X7833",0.206566357377233
"103","X7748","X7808",0.206417876685356
"72","X7762","X7798",0.206103102034268
"106","X7800","X7808",0.205960721025234
"54","X7757","X7789",0.205869402706853
"156","X7820","X7827",0.205450585091164
"211","X7820","X7843",0.205106001150128
"100","X7791","X7807",0.204543297724792
"198","X7832","X7841",0.204301057197042
"38","X7743","X7774",0.204285488417652
"161","X7823","X7829",0.203967752922765
"6","X7741","X7752",0.203531434557413
"139","X7796","X7822",0.203367996397062
"69","X7749","X7797",0.202714586960412
"31","X7753","X7769",0.202257333515237
"151","X7787","X7826",0.202147311328112
"87","X7766","X7805",0.201957714357356
"22","X7749","X7764",0.20188852258562
"89","X7786","X7805",0.201625220651837
"73","X7764","X7798",0.201450140650074
"195","X7773","X7841",0.200891704354703
