"","Item1","Item2","Q3"
"35","X8545","X8572",0.31116885500371
"111","X8586","X8603",0.310899228699119
"152","X8544","X8620",0.306500523225454
"139","X8527","X8617",0.304997826659327
"146","X8568","X8618",0.303999311408744
"161","X8611","X8622",0.303614823183696
"92","X8583","X8593",0.303350162467532
"90","X8577","X8593",0.303087486648716
"52","X8526","X8578",0.30229178357625
"103","X8573","X8601",0.301325868660507
"10","X8537","X8540",0.30101484131586
"114","X8555","X8606",0.30059135229447
"201","X8532","X8630",0.295006370443739
"44","X8541","X8575",0.294389799947198
"135","X8596","X8615",0.293745802063954
"20","X8544","X8556",0.292947078884882
"155","X8586","X8620",0.292342510416418
"22","X8534","X8557",0.292319648136741
"185","X8593","X8626",0.291485513836418
"184","X8573","X8626",0.291391037940425
"9","X8531","X8539",0.289380199923891
"183","X8562","X8626",0.288732063823475
"34","X8564","X8569",0.284939084193667
"39","X8564","X8573",0.284748846518825
"97","X8588","X8597",0.284637061419293
"232","X8581","X8635",0.283751143587073
"173","X8541","X8625",0.282556803189507
"18","X8544","X8550",0.281766819202339
"42","X8531","X8575",0.280150454888186
"211","X8626","X8630",0.280038682180173
"125","X8561","X8610",0.278471717550834
"126","X8603","X8610",0.278471704716428
"180","X8532","X8626",0.277763959372174
"106","X8527","X8602",0.2752781121615
"53","X8537","X8578",0.274917625072551
"55","X8558","X8578",0.273057071258964
"205","X8569","X8630",0.271475242702143
"82","X8581","X8589",0.27078245126701
"124","X8534","X8610",0.268721074119292
"181","X8543","X8626",0.268709933121847
"138","X8595","X8616",0.268335208481768
"63","X8541","X8583",0.268189793211812
"54","X8540","X8578",0.267583462320552
"156","X8598","X8620",0.267312715653855
"108","X8539","X8602",0.267250594902025
"47","X8564","X8576",0.267068607252224
"78","X8541","X8589",0.266844700629176
"162","X8544","X8623",0.266584408900465
"13","X8535","X8543",0.265825076579157
"187","X8601","X8626",0.264591263013309
"218","X8608","X8632",0.262270831159205
"37","X8541","X8573",0.262250050272949
"96","X8586","X8596",0.262136693571744
"131","X8573","X8614",0.260626859101316
"33","X8541","X8569",0.25969985089331
"74","X8584","X8588",0.257628076743748
"69","X8575","X8585",0.257366520955425
"113","X8525","X8606",0.256567385992527
"117","X8597","X8607",0.255946549639603
"86","X8543","X8593",0.255319438255944
"27","X8543","X8562",0.254742040932913
"220","X8585","X8633",0.254639029186201
"207","X8577","X8630",0.254506689289353
"25","X8550","X8559",0.253230495528196
"171","X8531","X8625",0.25315156317686
"228","X8582","X8634",0.252928864571524
"203","X8543","X8630",0.252187434215753
"159","X8570","X8622",0.251818816595073
"121","X8601","X8608",0.251298806188587
"14","X8542","X8543",0.251190625469526
"109","X8575","X8602",0.250950010614988
"68","X8570","X8585",0.248611993113967
"215","X8547","X8632",0.248041810173465
"71","X8563","X8586",0.246204741062307
"221","X8604","X8633",0.245127113021912
"83","X8563","X8590",0.243847897674671
"115","X8573","X8607",0.243736683856447
"60","X8575","X8580",0.243195381548757
"188","X8608","X8626",0.24314861599206
"158","X8619","X8620",0.242864303656949
"148","X8535","X8619",0.242677205350461
"110","X8561","X8603",0.242369582557072
"210","X8614","X8630",0.242330290934613
"177","X8576","X8625",0.242285343663199
"130","X8543","X8614",0.241163253880532
"81","X8580","X8589",0.241158576393608
"49","X8541","X8577",0.241056479640222
"225","X8571","X8634",0.240349501651387
"192","X8619","X8627",0.239823341038349
"6","X8525","X8537",0.239673171734214
"41","X8569","X8574",0.238261408241515
"3","X8528","X8535",0.237178377135906
"11","X8532","X8542",0.236771254364121
"45","X8564","X8575",0.23654956251917
"88","X8567","X8593",0.235097076547094
"219","X8626","X8632",0.23424096892106
"227","X8573","X8634",0.233382995587166
"191","X8551","X8627",0.232450526762997
"56","X8565","X8579",0.2321454969609
"236","X8634","X8635",0.231341256106007
"1","X8525","X8526",0.230885882780732
"70","X8549","X8586",0.230344443839627
"168","X8554","X8624",0.230249050507717
"87","X8547","X8593",0.230131413009205
"186","X8594","X8626",0.230040185062015
"204","X8564","X8630",0.229390198347359
"4","X8532","X8535",0.228734344115798
"85","X8574","X8592",0.228272572859184
"100","X8573","X8600",0.227877901939993
"58","X8567","X8580",0.227757875931023
"75","X8527","X8589",0.227581505249169
"38","X8543","X8573",0.227246730260706
"59","X8573","X8580",0.226800050166298
"178","X8580","X8625",0.226294645965761
"104","X8593","X8601",0.226221971336094
"144","X8590","X8617",0.225713474185058
"24","X8526","X8558",0.224253271441185
"142","X8566","X8617",0.22411640408994
"128","X8561","X8611",0.223413460632904
"202","X8541","X8630",0.223358027436963
"119","X8547","X8608",0.22269595878102
"40","X8567","X8573",0.222385828511629
"189","X8613","X8626",0.222215428707926
"229","X8589","X8634",0.220483626478222
"64","X8564","X8583",0.22015466578745
"29","X8527","X8566",0.219912917428867
"57","X8541","X8580",0.219652900974184
"120","X8562","X8608",0.218710182253855
"216","X8562","X8632",0.216769705002673
"174","X8564","X8625",0.216703422519708
"48","X8575","X8576",0.216226744375383
"237","X8579","X8636",0.215802535053074
"84","X8559","X8591",0.215684363738101
"30","X8531","X8566",0.215581847036301
"79","X8572","X8589",0.215379635986971
"73","X8540","X8588",0.215089852635447
"223","X8622","X8633",0.214695549830652
"234","X8600","X8635",0.213731017509631
"160","X8585","X8622",0.211516877522657
"193","X8540","X8628",0.21125175313589
"194","X8547","X8628",0.211044921791671
"147","X8528","X8619",0.210459238547215
"175","X8567","X8625",0.210169768652795
"76","X8531","X8589",0.210044983766383
"230","X8532","X8635",0.209914646262561
"217","X8594","X8632",0.209630251182046
"16","X8532","X8548",0.209495036573111
"179","X8602","X8625",0.209355334234055
"19","X8530","X8552",0.208994283246441
"235","X8605","X8635",0.20857387177159
"51","X8525","X8578",0.208496410638983
"72","X8529","X8587",0.208066044854697
"132","X8577","X8614",0.207541498563442
"197","X8613","X8628",0.207494596562495
"195","X8594","X8628",0.207471485422407
"222","X8621","X8633",0.207057650064764
"67","X8541","X8585",0.206758809181698
"150","X8559","X8619",0.206715777078783
"127","X8545","X8611",0.206699144760814
"15","X8528","X8547",0.206120545835821
"143","X8580","X8617",0.205489103201862
"116","X8593","X8607",0.205397426036138
"77","X8532","X8589",0.204890271033639
"112","X8589","X8605",0.204408095329309
"226","X8572","X8634",0.204190335745631
"213","X8528","X8632",0.203951651338085
"101","X8582","X8600",0.202366848204733
"214","X8535","X8632",0.201823512114769
"224","X8541","X8634",0.201589936490075
"129","X8541","X8613",0.20138102640103
"136","X8559","X8616",0.200767874913251
"91","X8580","X8593",0.200429211235922
"95","X8568","X8596",0.200428060237446
"151","X8612","X8619",0.200148360739737
