"","a1","d","g","u"
"X8217",-6.22280374693817,-14.1833295897383,0.00780659048902116,1
"X8218",-0.0821756211286161,-3.54537390646091,0.00125770195480739,1
"X8219",-0.893650472328652,-4.01057951585106,5.01164662271693e-06,1
"X8220",3.81987200439958,-0.086854862735899,0.285631547603711,1
"X8221",-4.02196846819486,-8.39653738670813,0.00362275187643454,1
"X8222",2.20907022324097,-5.0512794409509,0.0613141204088071,1
"X8223",49.0292487773092,-73.8750841526844,0.41249142143949,1
"X8224",-1.43299317757369,-5.59378283234632,2.62695166500074e-06,1
"X8225",1.77753628691972,-1.69423426147646,0.04840775180561,1
"X8226",-20.3867420450209,-41.6999195428099,0.00279353007409889,1
"X8227",-1.97860637527116,-6.84752169333772,1.04150143650343e-06,1
"X8228",-2.83413513068909,-9.98129409927929,7.62586623868059e-07,1
"X8229",-2.56490808248974,-7.8044914877456,8.02786145573113e-07,1
"X8230",-6.76302614954566,-17.0660958877484,6.89449164493288e-07,1
"X8231",0.536477852165135,-0.191140606339724,0.00449028870084065,1
"X8232",0.237432900304916,0.2000462288197,0.000595003481294997,1
"X8233",-1.78706801000638,-4.23228345219592,2.33457703895931e-06,1
"X8234",-3.73380096796499,-8.95330108350023,1.3857056597294e-06,1
"X8235",-1.02834111115965,-3.09407248116935,4.70565394473852e-06,1
"X8237",-0.644204889683014,-0.174915708062328,9.20358335831546e-05,1
"X8238",-0.605036000684635,-3.84666102169422,8.65610274409892e-06,1
"X8239",4.21242103736125,-2.71697828385404,0.0505510175498626,1
"X8240",2.79094078652181,-3.54020633426422,0.162083410388022,1
"X8241",0.654444687790383,-3.7244604195106,0.0101045301654037,1
"X8242",4.90908861185537,3.50507533828796,0.356869594577937,1
"X8243",29.4926520072061,-46.3285449537233,0.220605725524981,1
"X8244",1.87545822325326,-1.80329947818078,0.132159920368804,1
"X8245",-1.32644513893539,-3.94698085600057,9.25152035375434e-06,1
"X8246",1.26044372524807,-0.865817869516609,0.126369142943076,1
"X8247",2.67015564715359,-2.7345369579808,0.149601751757808,1
"X8248",-1.25531419597343,-4.0530929335506,5.44171504352595e-06,1
"X8249",-16.7216722824543,-38.4369978917502,0.0138587023464625,1
"X8250",8.07915243105976,11.1829945845383,0.315304871177284,1
"X8251",-6.32068148098043,-12.9030610277864,1.4757084101735e-06,1
"X8252",-4.8772686702276,-9.67100075454414,8.1648139355043e-07,1
"X8253",-0.700958631251671,-1.46686754701746,7.94274476042452e-06,1
"X8254",35.0803408847094,-7.35494918763538,0.691442173677477,1
"X8255",-2.80304371847384,-6.1057284253963,1.21088007779677e-06,1
"X8256",-1.56770652133296,-3.60712314023608,1.45342387135251e-06,1
"X8257",2.28029225523056,2.10234159920846,0.472479414940698,1
"X8258",-0.307034517354326,-0.421250403695479,6.65141091510291e-05,1
"X8259",1.1836657830736,0.648682068713057,0.283312545920307,1
"X8260",-1.78988695797069,-6.12414157372817,0.0017698289989933,1
"X8261",-0.639710555117836,-1.30811779697055,2.2553563822406e-05,1
"X8262",-25.3518615790419,-52.3452362943537,0.0322256200623627,1
"X8263",0.636301352938967,-1.63665086812459,8.71007349861087e-05,1
"X8264",-16.830822241843,-35.2590433282598,8.93813579334444e-07,1
"X8265",2.09693949482448,-2.57023301893803,0.11829570797333,1
"X8266",-2.97307565850563,-8.5259687432503,7.5411609822216e-07,1
"X8267",5.54828152668252,-5.72690947987615,0.0921254431320253,1
"X8268",-2.37977903884131,-4.51146461854447,0.0547371308725108,1
"X8269",-0.688446339278336,-2.99315156814237,7.65557589214121e-06,1
"X8270",46.5080955495816,-69.5231079056159,0.164529952005935,1
"X8271",1.76186897265042,-0.413912021267131,0.0711015103097706,1
"X8272",-27.0274833700379,-55.7745058352734,0.0907473113900734,1
"X8273",-2.27534079013691,-8.27248394938991,9.23171884700567e-07,1
"X8274",2.4479663522196,-4.2983429436496,0.0200775194256276,1
"X8275",-0.129251222902815,-0.0132060061350267,0.0182503474138746,1
"X8276",1.80064916044857,1.49019416246601,0.20852410105827,1
"X8277",1.47651042432821,-3.63708519021586,0.080814996506156,1
"X8278",4.86284098657943,4.21907256397543,0.517740185582523,1
"X8279",-0.984247422271367,-3.39518363465344,4.69977293273507e-06,1
"X8280",6.09527515607868,3.26298687678223,0.293049248481704,1
"X8281",-0.0994773377228201,-1.54924299026422,0.000534439315686173,1
"X8282",0.477961594982932,-3.43679794445459,0.318169613505458,1
"X8283",3.51656377806069,-2.76120628571767,0.323127338472544,1
"X8284",-1.97893948002438,-7.60811987762447,0.00206658119429655,1
"X8285",2.58546421003294,2.19797020206049,0.39047938812291,1
"X8286",-2.59398256645937,-6.14338296522032,9.3129096403875e-07,1
"X8287",-2.10778343205794,-4.05915417500276,2.45396330976566e-06,1
"X8288",0.208795642745421,-1.89901953184993,0.000101692556709032,1
"X8289",4.00494214619382,2.65497061308599,0.441102866901793,1
"X8290",-2.0070656259021,-5.56936259410947,0.0210048047646215,1
"X8291",-1.06659671473137,-6.16987373898255,1.90593756797324e-06,1
"X8292",-1.35761662596572,-6.91245067888645,1.27712767966455e-06,1
"X8293",-1.58761501537438,-4.43706820860583,2.86918127228284e-06,1
"X8294",-1.00116042764255,-3.55733561465434,2.95226941257373e-06,1
"X8295",31.4624288743101,-49.9285720190796,0.179802079663896,1
"X8296",0.934643079030506,0.328672129372802,0.0236475555503893,1
"X8297",4.38124083612716,-3.94087042980327,0.0562775838366514,1
