"","item","S_X2","df.S_X2","RMSEA.S_X2","p.S_X2"
"91","X7709",46.2819514389393,20,0.041071926826374,0.000737212997687933
"100","X7718",50.2456313346566,22,0.0405971525809505,0.000543249220549434
"72","X7690",49.5086084193441,22,0.0400639939282696,0.00068306768400954
"102","X7720",38.1448827650923,17,0.0399585252445397,0.00234752285297588
"85","X7703",50.9566117080157,23,0.0395011391732232,0.000689004211755376
"19","X7637",50.8082950796153,23,0.0393962182524192,0.00072090723097466
"57","X7675",41.8428965310377,19,0.0392852984643096,0.00186098600975489
"111","X7729",24.211020385417,11,0.0392647747098636,0.0118723007725088
"49","X7667",49.6727144314545,23,0.0385834413482977,0.00101684738423134
"2","X7619",49.5635243844581,23,0.0385043858729602,0.00105077978886618
"79","X7697",32.1829469154014,15,0.0383472712828392,0.00607883312226283
"104","X7722",53.0864233614234,25,0.0379760233535867,0.000871556219569952
"30","X7648",52.9916288783448,25,0.037911882752381,0.000896288677750953
"27","X7645",48.1197738583073,23,0.0374433946898493,0.00161504460795479
"109","X7727",22.8686234278368,11,0.0372164636737381,0.0184444120992311
"26","X7644",43.5029211661476,22,0.035421639773616,0.00408991942864838
"53","X7671",44.8205762463871,24,0.0333712153001836,0.00611617157637902
"33","X7651",37.2887645856083,20,0.0333118117590536,0.0108029292708721
"52","X7670",26.0088763156294,14,0.0331832133444948,0.025819744194438
"110","X7728",34.7576591995296,19,0.0326287414389416,0.0149351670633243
"46","X7664",40.0601777100857,22,0.0324624235944103,0.0106380233308729
"77","X7695",38.6273154109855,22,0.031148059695064,0.0155639073524129
"71","X7689",24.5724523630897,14,0.0311354481984978,0.039030441827516
"24","X7642",32.488784567976,19,0.0301884545064143,0.027513534661835
"82","X7700",42.7055421313065,25,0.0301519831243573,0.0150741947225748
"1","X7618",33.3340409112429,20,0.0292548021262868,0.0309988122919278
"93","X7711",4.97869052283554,3,0.0290977615523592,0.173364195653346
"34","X7652",38.1219506393547,23,0.0290516806279788,0.0247149299879733
"47","X7665",29.7699701732211,18,0.0289722817347213,0.0397438005660366
"75","X7693",14.6352343998194,9,0.0283508451000838,0.101455192705516
"84","X7702",35.4750819004821,22,0.0280404925148244,0.0345362883811789
"89","X7707",28.4016491520329,18,0.0272361751939933,0.0562001972956905
"78","X7696",37.0380515505032,24,0.0264077863205879,0.0433789516344156
"76","X7694",35.2578941749812,23,0.026156238395417,0.049027159023455
"73","X7691",32.5812153819711,22,0.0248477865712274,0.0680127796035259
"63","X7681",17.7132098577578,12,0.0247218368824898,0.124679981591218
"69","X7687",33.7048701056853,23,0.0244431995953217,0.0695477033805197
"7","X7624",5.55084194061293,4,0.0223092537991469,0.235296448111882
"58","X7676",23.4052642948999,17,0.0219925373222502,0.136516166786776
"51","X7669",28.5534203084585,21,0.0214878740428072,0.125142343333357
"15","X7633",33.6430884001411,25,0.0210666628211636,0.115759618111577
"21","X7639",30.6645510299651,23,0.0206828657584156,0.131259537177771
"17","X7635",28.8548803844717,22,0.0199995337564859,0.149050889072642
"6","X7623",11.793648696324,9,0.0199616259168948,0.225193989440546
"81","X7699",33.7107311148425,26,0.0195115772005366,0.142463360025046
"31","X7649",28.4653247146287,22,0.0194229459511599,0.160768012193929
"54","X7672",25.3869635612871,21,0.0163758419210685,0.230793589967605
"8","X7625",22.5054055922444,19,0.0153894680477179,0.259829400238342
"105","X7723",15.9098916348497,15,0.00882430433593694,0.388065503914016
"43","X7661",20.774651678984,20,0.00705130510313561,0.410501545341591
"37","X7655",7.2369637666685,7,0.00659209144826554,0.404631469771663
"74","X7692",18.263048378318,18,0.00433124582151842,0.438454401831689
"23","X7641",5.97094390269669,6,0,0.426452839748119
"25","X7643",16.6786958882677,18,0,0.545289996095791
"107","X7725",15.3936874312879,22,0,0.844796297478834
"9","X7626",NA,0,NA,NA
"12","X7630",NA,NA,NA,NA
"56","X7674",NA,0,NA,NA
"80","X7698",NA,0,NA,NA
"86","X7704",NA,0,NA,NA
"95","X7713",NA,0,NA,NA
"96","X7714",NA,0,NA,NA
"97","X7715",NA,0,NA,NA
