"","Item1","Item2","Q3"
"165","X7599","X7601",0.290600001448667
"24","X7506","X7538",0.288840497396112
"121","X7506","X7591",0.286411996912189
"49","X7548","X7552",0.285407965863011
"132","X7520","X7594",0.284400628459798
"105","X7534","X7583",0.281339290875719
"144","X7574","X7596",0.280244023983335
"157","X7566","X7600",0.280236182302535
"99","X7527","X7579",0.279356280413435
"183","X7600","X7604",0.278558694339678
"87","X7559","X7574",0.278074597773905
"4","X7512","X7513",0.276493927619266
"3","X7510","X7513",0.276079031202176
"111","X7579","X7585",0.274434487413987
"210","X7579","X7614",0.272684395380449
"57","X7522","X7557",0.271959224609459
"131","X7509","X7594",0.27192328767702
"193","X7591","X7605",0.271839146928086
"180","X7587","X7604",0.271771655165677
"38","X7536","X7543",0.270845250101304
"47","X7546","X7547",0.270203223409867
"218","X7537","X7615",0.26680336051984
"85","X7541","X7574",0.266336083282359
"205","X7604","X7609",0.264675923241948
"191","X7574","X7605",0.262642471444096
"145","X7587","X7596",0.262532823528343
"8","X7508","X7525",0.261924848309885
"97","X7515","X7578",0.261225010919831
"161","X7599","X7600",0.260891537272429
"192","X7588","X7605",0.260212574029462
"115","X7506","X7588",0.259531963622067
"142","X7538","X7596",0.25951468468564
"63","X7532","X7561",0.258611003376852
"61","X7525","X7560",0.258281065877366
"222","X7587","X7615",0.257346104867852
"154","X7541","X7599",0.25709554526579
"206","X7608","X7610",0.256628488599443
"23","X7518","X7537",0.256591150908413
"217","X7530","X7615",0.256012796220688
"73","X7515","X7567",0.255975364153615
"101","X7539","X7579",0.255391471233339
"223","X7588","X7615",0.254641152748428
"10","X7517","X7525",0.254473694927637
"11","X7518","X7526",0.254277880115931
"112","X7526","X7587",0.252928595304737
"32","X7526","X7541",0.252468229971257
"162","X7509","X7601",0.250671101839505
"56","X7513","X7557",0.250498981375596
"71","X7537","X7566",0.249058860020753
"227","X7605","X7615",0.248372723477992
"189","X7538","X7605",0.248092348244285
"55","X7526","X7556",0.248064931634716
"54","X7552","X7555",0.247871445136034
"148","X7569","X7597",0.247220293075654
"9","X7509","X7525",0.247130405623643
"179","X7574","X7604",0.245888127307451
"14","X7515","X7532",0.245134400179497
"31","X7538","X7539",0.245119230228324
"84","X7526","X7574",0.244751423314662
"29","X7527","X7539",0.244288580376599
"60","X7516","X7560",0.2434959015174
"159","X7596","X7600",0.242323786294962
"68","X7514","X7566",0.241494689873489
"22","X7506","X7537",0.240755870562414
"141","X7537","X7596",0.240446615978655
"96","X7550","X7577",0.240390666588214
"167","X7536","X7602",0.240305397004008
"149","X7578","X7597",0.239620461180395
"140","X7533","X7596",0.23959104531118
"82","X7551","X7571",0.23953737406992
"195","X7600","X7605",0.239390864244007
"126","X7588","X7591",0.239254669127457
"130","X7508","X7594",0.23882856890023
"27","X7530","X7538",0.238706261525664
"220","X7556","X7615",0.238200714620442
"202","X7542","X7607",0.237995221753945
"134","X7560","X7594",0.236513298193276
"83","X7560","X7571",0.236106371397925
"59","X7508","X7560",0.23569372302468
"119","X7574","X7588",0.235370079576756
"221","X7574","X7615",0.234474610757746
"52","X7547","X7553",0.234032626579251
"188","X7537","X7605",0.233458532340367
"116","X7530","X7588",0.232986284363839
"90","X7542","X7576",0.232913638704142
"58","X7524","X7557",0.232612463116122
"155","X7574","X7599",0.232393261534061
"102","X7555","X7580",0.231750912062126
"186","X7526","X7605",0.231556109405458
"91","X7544","X7576",0.231067983504448
"103","X7564","X7580",0.230437000275053
"209","X7541","X7614",0.230379180854268
"79","X7508","X7571",0.229692899619456
"117","X7533","X7588",0.229236442378943
"129","X7560","X7593",0.228874291637367
"76","X7528","X7569",0.228162460558343
"5","X7517","X7519",0.227533993410035
"174","X7533","X7604",0.225737984889519
"150","X7581","X7597",0.225723209369851
"231","X7613","X7617",0.224875958655479
"135","X7593","X7594",0.224637554228862
"110","X7541","X7585",0.224134747822263
"225","X7601","X7615",0.224126736716986
"44","X7529","X7546",0.224099819896633
"108","X7563","X7584",0.223838928876571
"100","X7533","X7579",0.223312530777354
"25","X7514","X7538",0.222367230248989
"185","X7506","X7605",0.222288096462086
"184","X7601","X7604",0.222052306771387
"230","X7576","X7617",0.221564962698197
"158","X7574","X7600",0.221533066533308
"17","X7530","X7533",0.221407324869082
"207","X7533","X7611",0.220476195500967
"181","X7588","X7604",0.220024411544196
"95","X7544","X7577",0.219407411980321
"168","X7545","X7602",0.219182666179381
"45","X7517","X7547",0.219176023442201
"164","X7574","X7601",0.218655966000741
"75","X7550","X7568",0.218646197956203
"26","X7518","X7538",0.21713174444873
"86","X7554","X7574",0.215682311399599
"113","X7541","X7587",0.215028446163462
"177","X7556","X7604",0.214311954875141
"43","X7519","X7546",0.214245531623133
"77","X7508","X7570",0.214114028613596
"16","X7527","X7533",0.212135057369568
"50","X7519","X7553",0.212044107642821
"80","X7528","X7571",0.210697826283351
"138","X7518","X7596",0.210672274875636
"37","X7523","X7543",0.210518509279769
"30","X7533","X7539",0.210488041702896
"128","X7508","X7593",0.210388395817496
"169","X7579","X7602",0.209486741803957
"53","X7518","X7554",0.208770335280477
"208","X7595","X7611",0.207781994670647
"92","X7556","X7576",0.207179279203323
"152","X7589","X7598",0.20630124052173
"160","X7598","X7600",0.20569783931273
"122","X7537","X7591",0.205470088347257
"198","X7568","X7606",0.205227998791567
"151","X7567","X7598",0.204893105692951
"137","X7511","X7596",0.204720597663763
"40","X7527","X7545",0.204500083674226
"67","X7511","X7566",0.203870485674225
"187","X7533","X7605",0.203743681235273
"212","X7586","X7614",0.203100385693278
"2","X7510","X7511",0.202671215078366
"18","X7524","X7535",0.202482045085454
"107","X7548","X7584",0.202014940929901
"88","X7546","X7575",0.201833758583629
"62","X7531","X7561",0.20167534855738
"120","X7510","X7589",0.201445311943605
"28","X7533","X7538",0.201418961482864
"41","X7539","X7545",0.200973251380067
"147","X7515","X7597",0.200846572125176
"219","X7538","X7615",0.200091399336272
