"","item","S_X2","df.S_X2","RMSEA.S_X2","p.S_X2"
"53","X8123",28.1331998067929,9,0.0522400783787337,0.000906185955323239
"91","X8161",43.6203694438318,14,0.0521149696075973,6.81380451123075e-05
"52","X8122",36.1033326564554,12,0.0507784214060828,0.000311831375640871
"7","X8077",44.2086882085237,15,0.049996737769936,0.000101989125650169
"61","X8131",23.2940909861993,8,0.0495391000159614,0.00300649102456359
"39","X8109",43.5427209828368,15,0.0494234806903172,0.000129628583844262
"40","X8110",26.0687891936904,9,0.0493413893110321,0.00199070536561493
"6","X8076",41.9147065976991,15,0.0479932838313229,0.000231645647382933
"89","X8159",61.2297861756474,22,0.0478440462181835,1.46722324754043e-05
"92","X8162",44.4943655481757,16,0.0478135264102164,0.000165852513176608
"25","X8095",2.77164923183311,1,0.0476892114435133,0.09594725808281
"58","X8128",46.1295953262563,17,0.0469001288817316,0.000164996439700578
"16","X8086",50.4598926520869,19,0.0461034142542325,0.000112113613529571
"54","X8124",18.5510409115457,7,0.0460248956135478,0.0097163777067151
"34","X8104",7.89845090914666,3,0.0457825547902966,0.0481577086291192
"75","X8145",41.959972757164,16,0.0456376628875952,0.00040005737625921
"67","X8137",55.5261998582367,22,0.0442295066935503,9.99470635097585e-05
"113","X8183",22.5549599487641,9,0.0439702703415307,0.0072770752587024
"106","X8176",14.1685747885069,6,0.0418050541965583,0.0278087413855827
"32","X8102",47.1312935964364,20,0.0417303016311373,0.000562474044938678
"88","X8158",53.9139853757706,23,0.0415379301535961,0.000275090340305866
"64","X8134",34.8575921518634,15,0.0412238866158465,0.00257644494294346
"112","X8182",29.7518096563024,13,0.0406715252839734,0.0051131368006285
"31","X8101",18.2576441220527,8,0.0405704749074863,0.0193756947381762
"96","X8166",25.0380191249058,11,0.0404750918953925,0.00900056581778678
"82","X8152",33.4776582586644,15,0.0397657435081186,0.00402922236037255
"28","X8098",26.6931642725796,12,0.0396459031039103,0.00855225337971794
"63","X8133",42.7538961535356,20,0.0382159059236741,0.00220301036941267
"87","X8157",29.8911840199046,14,0.0381720410094498,0.00789954686671463
"95","X8165",49.0981342164307,24,0.0366392326107493,0.00184122275423735
"5","X8075",34.4709609258966,17,0.0363216196819999,0.0072951923739735
"60","X8130",32.4247085343247,16,0.036301127609473,0.00880030186719461
"33","X8103",3.9360271184555,2,0.0352510446358335,0.13973415432716
"81","X8151",29.420888256546,15,0.0351302829262819,0.014189835981059
"71","X8141",32.3552884706675,17,0.0340514649190426,0.013588655083445
"56","X8126",31.2381717175108,18,0.0307262120708616,0.027013226497265
"21","X8091",37.8655067424616,22,0.0304261431863652,0.0189686372539673
"19","X8089",34.2386456010763,20,0.0302308677666179,0.0245549501666438
"45","X8115",23.9850949560067,15,0.027729815321544,0.0653470322556519
"9","X8079",28.4234034453124,18,0.0272646415584721,0.055897413987325
"111","X8181",34.692123620684,22,0.0272136677043793,0.041710962830974
"73","X8143",29.4434681323642,19,0.0265629829562463,0.0593221761029619
"8","X8078",29.3233747362267,19,0.026409812439894,0.0610658745683697
"29","X8099",25.2076836277692,17,0.0248952856861969,0.0901566166814528
"104","X8174",31.0265851275428,21,0.0247570074011783,0.0732166388467936
"66","X8136",13.1978212850255,9,0.0244693249907043,0.153857461165693
"11","X8081",24.7802337329845,17,0.0242383544770863,0.0997378695554267
"59","X8129",15.9679446765688,11,0.0240781604428706,0.142325101324058
"13","X8083",30.1435552390224,21,0.0236417254869002,0.0891410291330641
"99","X8169",25.6697899188212,18,0.0233876589889618,0.107551281200338
"20","X8090",28.044824015712,20,0.022723464564851,0.108342530979671
"100","X8170",27.4901302798948,20,0.0219260782239634,0.122029088433539
"30","X8100",12.3495294304501,9,0.0218575718900859,0.19431394246902
"23","X8093",23.0360741959083,17,0.0213493223804287,0.148079956990129
"43","X8113",22.7887763534165,17,0.0209074080784497,0.156254274444851
"51","X8121",20.0484702426354,15,0.0207857424610339,0.170081187281664
"2","X8072",2.54441285993754,2,0.0186930626292364,0.280212669560376
"15","X8085",21.4850093650149,17,0.0184029941295768,0.205343675964208
"107","X8177",22.2143347213186,18,0.0173364244662308,0.222608245942183
"41","X8111",21.7001615190928,19,0.013506702760645,0.299431885015646
"83","X8153",19.1552019165462,17,0.0127570657169913,0.319696812877187
"103","X8173",18.9377280774255,17,0.0120963188660187,0.332118211311273
"69","X8139",21.2861811327426,20,0.00908588719566698,0.380463627714693
"12","X8082",16.1470659340266,16,0.00343500459695189,0.442744625894844
"72","X8142",17.6811688996191,20,0,0.608402173167204
"79","X8149",13.0327019252313,16,0,0.67036522419901
"3","X8073",NA,0,NA,NA
"10","X8080",NA,0,NA,NA
"24","X8094",NA,0,NA,NA
"110","X8180",NA,0,NA,NA
