"X","a1","d","g","u"
"X7555",-2.0082795097623,-5.70206322958841,0.00442282480250257,1
"X7556",49.4278866992795,-95.0017036677187,0.102206642991795,1
"X7557",39.625509500989,-83.0657058402831,0.00773256691137699,1
"X7558",-0.959836586016919,-4.05689430348924,1.1726087209639e-06,1
"X7559",1.37229833141364,-0.479681532668087,8.09230103457409e-05,1
"X7560",0.279225438363954,-0.646884733115317,0.00018083694210352,1
"X7561",-0.864073344991831,-3.58201712907205,0.0276781809315464,1
"X7562",-31.2318391121488,-72.5678627284922,0.00128384176791102,1
"X7563",6.84161183728184,-15.745878843024,0.00530177156735912,1
"X7564",-1.8549148862745,-4.61349374253904,7.90619240683425e-07,1
"X7565",0.227627364336156,-1.32255206219297,0.000174729438933303,1
"X7566",-0.189481279884249,-1.32190082037192,0.0509339889158611,1
"X7567",-0.861492375868566,-4.80346172105772,1.31268095025252e-06,1
"X7568",39.5938886267109,-83.0026774445113,0.0141763725569415,1
"X7569",39.2900985644372,-82.3859894070712,0.0541279760741673,1
"X7570",0.983172392723741,0.0981605210317006,0.000116581993468209,1
"X7571",-2.23760598897445,-6.17815478016071,0.0378685399193102,1
"X7572",1.15373380235576,-0.805743613767525,0.000158672791315802,1
"X7574",0.445089627291839,-0.651744117395351,2.00839795490528e-05,1
"X7575",-0.966129848570518,-2.56064992597014,0.060367084239668,1
"X7576",-1.42624880103789,-4.55465376905003,1.56087221149151e-06,1
"X7577",32.1041664726553,-64.9174006652916,0.00258741789073773,1
"X7578",47.9341813944047,-91.9653793341128,0.0905305913339987,1
"X7579",-0.595584723110928,-2.90178801671915,0.00665961256930669,1
"X7580",-2.6383722094481,-6.96223695851999,0.0556180775437706,1
"X7581",1.09466839400765,-1.25215155267129,0.0117006883695826,1
"X7582",4.96363862649338,8.30736724294454,2.71783258838406e-05,1
"X7583",3.11434312606246,-5.96736703241369,0.0400969235486417,1
"X7584",-4.2180059888548,-11.3596523798363,4.74182569264989e-07,1
"X7585",-0.464944642052485,-2.3625054821767,0.00012065072981965,1
"X7586",2.1519291193812,0.163425217313656,0.0887350496318027,1
"X7587",0.642331893096629,-0.699884023765387,1.97678448369047e-05,1
"X7588",1.1874207097546,1.3696523306906,1.73933721706943e-05,1
"X7589",1.02861558085542,-1.80409110384808,0.0283562169432753,1
"X7590",-0.306844166935064,-2.18154612038063,5.97527651333451e-05,1
"X7591",38.8973318321204,-81.6134119151278,0.144341227687368,1
"X7592",-0.660242612430181,-2.86575246487697,0.0393958895737721,1
"X7593",38.2314348156684,-80.272567539449,0.234554598274461,1
"X7594",0.0223574254407239,0.512635654811406,0.0109730404883325,1
"X7595",2.30717237991973,-1.4659854957476,0.0791747066350757,1
"X7596",1.1470985384039,0.75457206388511,1.97633954367659e-05,1
"X7597",-0.165289552283179,-2.23907773219407,7.95410688523634e-05,1
"X7598",3.31541130894166,-6.02912103621195,0.0456495650267246,1
"X7599",39.2698973448417,-82.3566360495168,0.0773256644645737,1
"X7600",4.8948268168886,-7.64552102985433,0.245783088915784,1
"X7601",0.685206134738821,-0.194988245349482,1.73275615786718e-05,1
"X7602",-0.838873059825947,-3.12270966406708,0.0177238802628799,1
"X7603",4.54994261496313,7.27125023735317,1.92429239318143e-05,1
"X7604",-0.765227355559993,-0.390267347601675,9.24432210756818e-06,1
"X7605",-0.564412250200913,-1.29266693776705,5.56549294120645e-06,1
"X7606",49.9033527458123,-95.86132466509,0.0219938517834776,1
"X7607",49.9822835301464,-96.0037899816526,0.0077625357366645,1
"X7608",-3.7803464040109,-8.49138160198132,4.0026977484638e-07,1
"X7609",2.42453673995643,3.17946349664353,5.5709468545641e-05,1
"X7610",48.9335179059522,-94.1102169784752,0.17983216811411,1
"X7611",1.24909535761792,0.196609939959501,3.33590400999211e-05,1
"X7612",3.82358491121577,-0.367915525603485,0.115955987201927,1
"X7613",3.92743547251543,-6.19729808303103,0.101105159949093,1
"X7614",33.5428993912905,-62.3975039715116,0.0818901435940528,1
"X7615",-0.359580762415079,-0.225683454742143,3.35835369046138e-05,1
"X7616",-1.52115343054971,-4.60296985117271,8.5600528532714e-07,1
"X7617",30.6290381547337,-55.4294311781184,0.111746480457889,1
"X7618",3.56216075528569,4.17953509587474,0.130881565250201,1
"X7619",1.29031312118734,0.979923833252073,0.545136030657005,1
"X7620",-1.9806557270979,-6.40751690015073,6.51240313713795e-07,1
"X7621",-0.686106659783965,-4.14548718146997,0.0391166982202788,1
"X7622",-0.680111410057104,-1.28142259053855,1.22542868898195e-05,1
"X7623",-0.25509099138151,-3.77308005229124,1.74048500570853e-05,1
"X7624",45.0416431926483,-86.4439735289013,0.0103503698062229,1
"X7625",0.0574890299500051,-1.92277401842075,0.00482296684393157,1
"X7626",-1.0989019932033,-6.13724511607396,1.03123922953047e-06,1
"X7627",-1.31573872127167,-3.23833373589888,0.0266425421815727,1
"X7628",-1.20704484199635,-2.0131418350533,0.123567726106607,1
"X7630",-1.59257663086268,-7.84014367520648,6.6775547163655e-07,1
"X7631",35.799723034852,-75.1130135116919,0.0837718230264174,1
"X7632",11.120513013766,-24.3523223432074,0.00781316259248925,1
"X7633",44.5685456670972,-66.202465386864,0.564603497621199,1
"X7634",1.12759662088506,-3.5342585182936,5.12162359560371e-06,1
"X7635",44.2044965422162,-75.9173861997746,0.204478293632979,1
"X7636",0.512288024809178,-2.12604691788681,1.38563983923737e-05,1
"X7637",0.268710256255,-1.13082046579209,3.86623267029836e-05,1
"X7638",45.0417039145947,-86.4440888348469,0.0103503697998185,1
"X7639",0.993147068577869,1.66561926196254,3.53637221167547e-05,1
"X7640",0.99503674039336,0.691602601968059,3.79695565585873e-05,1
"X7641",-0.242409353425363,-4.18630668297058,4.7081361502765e-05,1
"X7642",21.0277811092029,16.9345521867016,0.49212068162122,1
"X7643",3.39016153307348,0.99215751948786,0.195502525828544,1
"X7644",45.9991300656846,-68.8073778541145,0.214266117913539,1
"X7645",0.706564787112837,-0.492011372643945,3.17994128237125e-05,1
"X7646",-2.69958970698404,-5.6624391045275,0.00125893422952264,1
"X7647",1.47496028189453,-1.3934841981647,0.0621494420216355,1
"X7648",-0.408950036005429,-0.897612847973994,6.89345744728801e-05,1
"X7649",-0.173551222068275,-1.61744574633016,0.000252546874394361,1
"X7650",1.69503444940899,0.191941516055649,1.79859019752274e-05,1
"X7651",-1.88457728963683,-2.92650369761198,2.05710979418449e-06,1
"X7652",0.0518908843864279,-1.26159862234584,0.000966625367803861,1
"X7653",0.47805023881523,-0.169753578248542,3.39339074957753e-05,1
"X7654",0.600091612689368,-1.55261289263978,7.5805839334807e-06,1
"X7655",-0.243819276297347,-4.10401581107196,3.1343937599387e-05,1
"X7656",0.746944461711657,-1.59682357577357,2.59751319050677e-05,1
"X7657",-2.40669558840941,-5.26588439177744,0.0139477018300538,1
"X7658",-1.61783335774098,-1.79185689497011,0.0127594004750313,1
"X7659",0.581446734401471,-3.42577286181205,2.5049626952557e-05,1
"X7660",-7.12603225556472,-13.0428441911464,0.0384383211455044,1
"X7661",1.42237575695272,0.456085859669672,1.24543417193064e-05,1
"X7662",4.06506757585847,-7.7752323405525,0.0563867682255837,1
"X7663",-0.878369927028358,-2.29318945014239,0.0517322990895086,1
"X7664",1.0738718630811,0.758109537113527,6.30481267459069e-05,1
"X7665",1.99966452313867,-3.00718848302665,0.0847222331654454,1
"X7666",0.360298108261784,-1.49357926075082,5.96714565121506e-05,1
"X7667",-2.1312255352473,-3.23832174556184,0.0523611090317673,1
"X7668",4.09075257034551,5.18953887882279,0.282512009511106,1
"X7669",1.37366026625024,1.21880710995435,0.0408667732450705,1
"X7670",0.462869495509177,-3.02691968528314,1.97205432633609e-05,1
"X7671",0.398386739830678,0.524274426789754,7.01672661662849e-05,1
"X7672",2.32860480425091,0.724592176856794,0.72516936077821,1
"X7673",3.22971693515367,0.7861837257453,0.0375148474691118,1
"X7674",-0.9008137968566,-5.65975025517083,1.93383248537928e-06,1
"X7675",0.544311637449443,-1.99488773368397,2.20988382576701e-05,1
"X7676",32.2417491366645,-63.9740110433648,0.0763302831597228,1
"X7677",0.772650281329767,-0.837960176751324,1.01070642434881e-05,1
"X7678",0.96473427366096,-1.12518789486407,8.96541337965983e-06,1
"X7679",-1.02626792173959,-3.79610845953121,2.54524310558354e-06,1
"X7680",-1.04613700802842,-5.22464283085856,1.88559354838344e-06,1
"X7681",-0.398926853127066,-3.47751628333101,2.36553801167579e-05,1
"X7682",-0.604417162459807,-3.186694457878,4.33371742640181e-06,1
"X7683",-0.107666553316313,-2.30794972405689,0.00180007436264955,1
"X7684",2.30176251503198,1.3895082565551,1.2124484587496e-05,1
"X7685",-0.842814263663275,-5.38593287135459,3.89133663727185e-06,1
"X7686",-1.09556096751663,-4.90682899801734,1.22529162694051e-06,1
"X7687",-0.710904043390993,-2.63503517386343,0.103413854728147,1
"X7688",1.88528737168711,-1.67692120700979,0.109707636110271,1
"X7689",-1.14626282566265,-3.46973540409903,1.88351146491707e-06,1
"X7690",-0.994057861941443,-2.01331625084162,2.84210305971088e-06,1
"X7691",1.25868960980527,0.768270180653427,2.80111992047186e-05,1
"X7692",0.165067976940173,-2.33367199232557,0.000125217872224256,1
"X7693",11.1064408948919,-22.5701437176237,0.0202578857914651,1
"X7694",0.743353703725738,-0.426114816271395,1.34832838630306e-05,1
"X7695",39.4808375062013,-66.4276217441307,0.204397579340586,1
"X7696",0.258813678723447,-0.758488791665587,0.000106874296393368,1
"X7697",-0.845998095296741,-4.23247557546062,0.0320677641211882,1
"X7698",36.2616898079337,-76.0390213319887,0.00386639070410643,1
"X7699",-0.241122384355679,-0.389832178755882,0.000104390167030643,1
"X7700",-0.270661856577735,-0.997245628455708,0.000179233097699593,1
"X7701",-1.61290532044569,-3.49598619152253,0.0188237107391918,1
"X7702",-0.459658565368781,-1.81088386783024,1.62703340509134e-05,1
"X7703",-1.6201249795474,-2.31496347651934,0.0138187605848255,1
"X7704",-2.12411479669181,-7.52340637760907,7.12391082928619e-07,1
"X7705",-2.18096556962356,-5.74387325504567,0.0136002710392979,1
"X7706",-5.11587889189998,-9.40558441868952,0.0259851820920676,1
"X7707",1.19702800207992,-1.08447691612741,2.5711054144472e-05,1
"X7708",36.2363916172154,-75.9886296722546,0.00902157792575812,1
"X7709",35.493307941582,-74.4994189359793,0.134034949172072,1
"X7710",-1.22182373976078,-5.75021230836176,9.62507433608712e-07,1
"X7711",-1.05486563821676,-4.86707956538938,1.76735525465397e-06,1
"X7712",-2.18798770331557,-4.44921605674639,0.191745704896691,1
"X7713",-1.94185226633411,-6.93766756000788,5.79361010405978e-07,1
"X7714",36.2682044559116,-76.0520205445441,0.00257759383845456,1
"X7715",45.084616382843,-86.5214995368656,0.00258761900159403,1
"X7716",0.988508378135497,1.80883397509496,4.99307025690515e-05,1
"X7717",-0.568250184238029,-3.3392032802182,0.00183507813342667,1
"X7718",2.54650449641871,-4.78836558581138,0.158482554617339,1
"X7719",-1.79914175068704,-6.7530938292726,0.00400604860530932,1
"X7720",2.02904802246795,-0.825810702775553,0.0291774971898738,1
"X7721",4.73954275408461,6.46267718056347,0.364280306357495,1
"X7722",0.00364446340320105,-0.953981652503146,0.0374372701933657,1
"X7723",44.7782928748806,-85.9676167952064,0.0543393030408231,1
"X7724",2.27456752504668,3.66776268778621,0.000333499629554392,1
"X7725",-0.530298532191117,-1.90944252283169,6.84777401726688e-06,1
"X7726",-2.2764459079838,-3.80552339668795,0.0349564945885238,1
"X7727",-1.17635505675388,-5.09413017062618,0.0155179319701996,1
"X7728",5.03066575851434,3.85657769198431,0.161445871401441,1
"X7729",-0.6325268719825,-3.67498276792916,3.82779227132806e-06,1
"X7730",-0.883283705775134,-2.35041706791924,0.0455912445050444,1
"X7731",-0.0462770721426645,-4.63087579980102,0.000608861278220545,1
"X7732",47.7030154692981,-91.6147637641895,0.0905455407073672,1
"X7733",1.20165842682325,-1.85453685910552,0.0103670152620189,1
"X7734",49.2753088493454,-94.662525333842,0.00905634082178241,1
"X7735",-0.909394232226298,-5.68121717224666,3.27211032751101e-06,1
"X7736",-1.68786560799431,-7.25178383420397,5.54232228014754e-07,1
"X7737",4.5890124743428,4.89496683799082,4.08235182635072e-05,1
"X7738",-0.23010381444322,-0.937258230180323,6.55754875496039e-05,1
"X7739",49.2607969262937,-94.6363149566808,0.0116438668964287,1
"X7740",3.22084782629347,4.28537622285367,0.000284592755214614,1
"X7741",-1.25474434686828,-3.58997365665747,1.47868119471038e-06,1
"X7742",-1.08243856735548,-4.00034793351488,0.00165004205008009,1
"X7743",49.3114051071478,-94.7277187386185,0.00258752589526853,1
"X7744",3.3272598414,-0.126811419344418,0.281701802428973,1
"X7745",38.7845339195914,-81.3151056577209,0.0206202946406345,1
"X7746",2.28816623908564,1.23473306346594,0.00254278943342853,1
"X7747",-1.00892547109567,-2.46603772116291,0.0234362811005245,1
"X7748",1.41002189290019,-0.738907545627836,0.234607579152285,1
"X7749",1.222466474799,2.15468411446059,5.26869401636031e-05,1
"X7750",38.8004920005186,-81.3472527607817,0.0180427577693602,1
"X7751",49.3257653318429,-94.7536539748113,3.26989570970009e-07,1
"X7752",-2.89025300409209,-9.12385941380048,3.92947480628569e-07,1
"X7753",49.2462501270508,-94.610042042942,0.014231393030452,1
"X7754",49.246241966393,-94.6100265450775,0.0142313930313754,1
"X7755",1.57652104434752,1.72102584116565,1.45453519657301e-05,1
"X7756",11.8067716668442,-25.7363647207269,0.00130311430736004,1
"X7757",-1.8871156354086,-5.0273196797591,0.0309977248986759,1
"X7758",2.26251204607939,-1.92072316471505,0.0531747037157821,1
"X7759",-1.82380851119298,-5.914927850393,0.00545266181766751,1
"X7760",-1.78372845533314,-4.78284816923735,0.0123185244028301,1
"X7761",0.106099674871729,-2.26049678145332,0.000208999135960671,1
"X7762",-1.24875158662315,-5.18418667086687,8.52172505267862e-07,1
"X7763",-0.212923258521327,-1.09325873098132,5.77623471812654e-05,1
"X7764",-2.73363656209747,-6.21629979930479,4.51291578190929e-07,1
"X7765",-1.9632747110527,-7.07993614875318,0.00713741510316844,1
"X7766",0.205593334538208,-0.927431298378566,5.04540990586989e-05,1
"X7767",-1.24151171275597,-4.04305713135163,0.0314191038396425,1
"X7768",0.681208097340586,-1.87898737008553,1.33990661848862e-05,1
"X7769",-30.0242633224586,-60.2766299621923,0.004069466185209,1
"X7770",1.15565002360448,1.33068993228115,7.29814435921901e-05,1
"X7771",1.19989848788829,-0.380251239654312,0.277562796921595,1
"X7772",-0.31066129923637,-2.96706870478225,2.76042067452991e-05,1
"X7773",-1.15139126398955,-3.64214622811091,1.30636514483347e-06,1
"X7774",-1.97727695841942,-6.10863478067678,0.00264224041003043,1
"X7775",4.91692251854314,-9.19810901038618,0.019338203656297,1
"X7776",0.724601354842605,-0.156377969923733,1.64062583625507e-05,1
"X7777",37.6921286591234,-79.1263718074864,0.199759213098351,1
"X7778",-1.98487360022548,-7.17410158012896,0.00353792087753954,1
"X7779",1.88019782771775,2.49738977407808,0.000929628576593231,1
"X7780",49.3113673464216,-94.7276470264734,0.00258752589604499,1
"X7781",1.23739132315804,-2.02345837457497,0.0856822636856918,1
"X7782",2.11842049760828,1.76488702322783,1.06506500564623e-05,1
"X7783",-1.15768436081653,-5.50405520192468,1.32287723492304e-06,1
"X7784",0.631314316663133,-2.73384390582758,0.0179395310877967,1
"X7785",34.4272233037103,-72.2193096017625,0.123725205017679,1
"X7786",-29.5969297978458,-58.5425752054685,0.135074284404527,1
"X7787",3.87322021905345,-5.65782858314066,0.0515067918265994,1
"X7788",-1.28853638061519,-3.74299461163338,9.73778944085454e-06,1
"X7789",-4.81726454982147,-9.41633625657498,0.00723783233776568,1
"X7790",0.339858873882741,-0.41679512105741,4.55065581615132e-05,1
"X7791",-0.352248741428157,-0.840771410030204,6.42462983225111e-05,1
"X7792",5.35515046136427,-10.7672601275302,0.240764736593738,1
"X7793",38.8775043510628,-81.5008544981541,0.00257753688480354,1
"X7794",-2.65424306809335,-6.2746823803885,4.60245800590229e-07,1
"X7795",-14.010957328589,-27.6082570404988,0.03320481818923,1
"X7796",0.758169081485156,0.11627099719934,3.70864101582598e-05,1
"X7797",-0.600184842832554,-1.42683450530867,8.97810687054484e-06,1
"X7798",-1.16728699195298,-4.31931248675175,1.79054725440127e-06,1
"X7799",-0.244259599261367,-1.81165906557109,5.21196833623244e-05,1
"X7800",0.288405744931601,0.193069693588591,0.000395582489255619,1
"X7801",-1.03294890978216,-5.56681745239845,4.4610789393043e-06,1
"X7802",-0.921626684007181,-1.70384126450271,3.32589983370055e-06,1
"X7803",2.32775662440481,-3.65909827916116,0.173586371726979,1
"X7804",-0.296534471781471,-0.0995323298229465,5.4701338040654e-05,1
"X7805",0.28669128697901,0.358768943102102,0.000107857413507976,1
"X7806",47.1488250189262,-90.6543754341036,0.213458220226816,1
"X7807",-0.774702868888253,-1.35355929656943,0.0316285061190381,1
"X7808",-0.088676737916671,-0.782527006694562,0.00140623184483609,1
"X7809",-1.43409741365779,-5.61184677435961,0.0177471049260974,1
"X7810",38.4286474577564,-80.6031056574134,0.0850587126098503,1
"X7811",0.319328623784984,-0.8130064227654,9.2586436469471e-05,1
"X7812",-1.3092200509095,-4.0420711140499,0.0265169613667463,1
"X7813",-1.67011244704846,-5.28736787326282,0.0128849711164063,1
"X7814",3.35957329339623,1.48623763598007,0.320470055446881,1
"X7815",-1.60886228847592,-5.36131801186449,0.0099191654020357,1
"X7816",-0.00310037079970504,-3.08146279491964,0.161943300631248,1
"X7817",-2.87741472947131,-6.93808671813038,0.0135300105284465,1
"X7818",49.2969527716899,-94.7016123675099,0.00517505182310716,1
"X7819",1.6696116870811,2.84453790089895,0.000187207473112211,1
"X7820",-1.16493802657296,-5.57037425205132,0.0520929143447836,1
"X7821",49.216713942985,-94.5566644730465,0.0194064451341832,1
"X7822",49.0091946537768,-94.1807956418219,0.054337975983623,1
"X7823",-0.689837183956199,-1.62128240860963,0.162123503899992,1
"X7824",4.46535663073395,-1.49386709897192,0.12239531556621,1
"X7825",48.6711725526344,-93.5703943784152,0.109969852484691,1
"X7826",2.61274997363546,-6.11258543162961,0.0188352572295452,1
"X7827",-1.95300609870191,-6.76800129838781,0.00307474727294731,1
"X7828",2.22314300465708,2.21677698372802,2.14850291236715e-05,1
"X7829",1.02202130806225,1.74747685035272,5.40653844834928e-05,1
"X7830",-1.38975898730945,-5.94569193098238,7.23648388690951e-07,1
"X7831",0.913497485549152,-0.0602243073787279,1.2641303223761e-05,1
"X7832",-1.64593724992292,-5.36762188357117,0.00934649802631599,1
"X7833",36.1077024660765,-67.6488719361799,0.00955046953959312,1
"X7834",-2.38520871670141,-6.39395867488211,5.82587193360962e-07,1
"X7835",2.86419031048006,3.11648541871431,1.0933372757117e-05,1
"X7836",-3.07257811524368,-9.44100624989974,3.83169620596971e-07,1
"X7837",43.7739791788036,-83.618639396974,0.0386366975358065,1
"X7838",-3.91555692037961,-8.71441147934208,0.0179094262858165,1
"X7839",49.1785148208222,-94.4799900151126,0.0194057706049767,1
"X7840",-1.81030498019632,-5.25104592648719,0.0143302433193757,1
"X7841",-1.66260691740874,-5.59030142282372,0.0184756411644012,1
"X7842",38.8711470056749,-81.4881761211717,0.00386630530733593,1
"X7843",-1.5860118608153,-3.92789783919786,0.0198735024316116,1
"X7844",0.859976512625204,-0.676894630784323,0.000159249750037827,1
"X7845",45.2120124766856,-86.8452518494285,0.0116441959160967,1
"X7846",-1.05856342246935,-4.7826598673522,1.56704524204559e-06,1
"X7847",-1.72124342776912,-4.70830945916647,0.0153457649336318,1
"X7848",0.826533254205417,0.288325690805017,2.76997209231404e-05,1
"X7849",-3.41974603853817,-10.1243897612466,0.00374947858132709,1
"X7850",-2.02848690195747,-6.03095521533827,0.0163393301454943,1
"X7851",-0.468914106379317,-0.621504742851523,0.0112956988311614,1
"X7852",-0.0562341639995488,-2.63968896290836,0.00145186971280101,1
"X7853",0.136969028919449,0.338077204479492,0.000261710531909544,1
"X7854",45.2470648776947,-86.9084046043549,0.00517519807487041,1
"X7855",0.891887004933884,-2.16245020604082,5.29480877314834e-05,1
"X7856",28.6947170978736,-58.2003276723977,0.0336369560147656,1
"X7857",-2.4669073524484,-5.87240027550433,0.00896362613885716,1
"X7858",2.26543590083173,-5.66318682852502,0.0361256545881593,1
"X7859",0.0750055750153051,-1.48798607762148,0.00121551170454145,1
"X7860",-0.158967229445466,-1.78015842136267,0.000126655681253498,1
"X7861",-0.576801016957192,-3.02970965363398,1.17652144026598e-05,1
"X7862",34.8361329205054,-73.1631760473454,0.00515520487037164,1
"X7863",-1.61698289488125,-3.94060881242261,0.0159254503559148,1
"X7864",-0.375962029324688,-2.16003553698739,1.0488631150002e-05,1
"X7865",1.51387730078496,1.35585923402218,0.000246970684711848,1
"X7866",34.022127629629,-71.5396411473761,0.152078575272976,1
"X7867",-0.69358261502279,-2.96996738953054,6.00483448984283e-05,1
"X7868",0.267629446483165,-2.42299507225251,0.000108136369542554,1
"X7869",34.0323947688915,-56.1229860631448,0.0452261258194066,1
"X7870",-1.05508474407947,-5.1077017477814,1.47395991631207e-06,1
"X7871",-2.37851925451007,-7.02138079904944,5.2781316102696e-07,1
"X7872",-2.02821048766916,-5.70683500218302,0.0062939353473729,1
"X7873",34.8041706009306,-73.0995281638249,0.0115992108666603,1
"X7874",-0.904267533793751,-3.695876540373,3.92182563637628e-06,1
"X7875",0.184400889750053,-0.855278533941932,0.000105071178863816,1
"X7876",-0.384823760122276,-3.60177081086949,2.42906266050237e-05,1
"X7877",33.5945601727756,-70.6899841030192,0.22425142730889,1
"X7878",7.87877068920685,-13.6939178771768,0.17867915649075,1
"X7879",9.77124452250797,-16.8819182730597,0.293053862089002,1
"X7880",2.55171197291509,-1.64780040827714,0.128329462180458,1
"X7881",18.93538056617,-25.3072806709446,0.474848540344775,1
"X7882",0.862441354917363,-2.60052584934379,0.30449036480111,1
"X7883",38.4338355242622,-73.0156819514846,0.0292887053835528,1
"X7884",-0.521089677491354,-2.12839454530281,4.32788663778173e-05,1
"X7885",-0.755513244092115,-4.51716368497198,2.11814929988889e-06,1
"X7886",-0.803538998756653,-2.64789200141419,1.79670821652973e-06,1
"X7887",-0.705652365486664,-3.78496484267037,0.0124171177233163,1
"X7888",-2.75961721117069,-9.28042802421485,0.00138253321073465,1
"X7889",-1.08247260259911,-5.27287489629721,9.41586162020783e-07,1
"X7890",-0.331042455197692,-1.84747209442041,1.20936204851138e-05,1
"X7891",-2.33319649455589,-6.94193107120515,5.82924551929808e-07,1
"X7892",34.8489006901197,-73.1886058480163,0.00257760245926262,1
"X7893",2.68677742916719,0.970257616059817,0.260036592255726,1
"X7894",0.908518602842437,-3.51002866469745,0.0667717641571203,1
"X7895",0.092992589740424,-0.623629909028605,0.00194114292202749,1
"X7896",-1.22403333591296,-6.70329562706632,7.44697427038701e-07,1
"X7897",-0.967975028343348,-4.30536599446932,3.00367197011058e-06,1
"X7898",44.7797696852116,-86.0362612298322,0.0633927163555928,1
"X7899",0.556449042931127,-0.402015357041695,3.98410320658032e-05,1
"X7900",3.07839521872336,4.3231472183337,1.86440172698628e-05,1
"X7901",-1.77564532670218,-4.58154584960894,0.022876191784102,1
"X7902",-0.474963748400093,-2.39791561672986,4.5549199323383e-06,1
"X7903",2.03675696851578,-2.69745845974019,0.298010413449083,1
"X7904",-1.29154534811767,-4.86251781175986,6.00595256652583e-06,1
"X7905",45.1888681183873,-86.8033595346675,0.0155255951235018,1
"X7906",34.802477803286,-73.0959744009611,0.0115992110831117,1
"X7907",45.0243026578046,-86.4997000759681,0.0349322638505796,1
"X7908",2.990998108032,3.49210793521449,0.178378396532609,1
"X7909",0.493680710389466,-1.33980367599781,0.0933265091477387,1
"X7910",1.75611319707423,2.01294988649286,1.2242655956886e-05,1
"X7911",3.0512249971997,4.26924217702448,9.97864423840206e-05,1
"X7912",4.34022291808054,-6.95240449366905,0.051729009352936,1
"X7913",34.6715917071179,-72.8345379621574,0.036086436305056,1
"X7914",38.1381021457113,-0.866996808493925,0.157276466993271,1
"X7915",0.0571818080746814,-1.15514468899894,0.0012386261501831,1
"X7916",32.1506592803057,-67.8016217608458,0.403395225767168,1
"X7917",-0.899448875668729,-1.6757990217938,0.00015719378902529,1
"X7918",-1.70748308433944,-6.1986517677217,0.00103427765229759,1
