"","Item1","Item2","Q3"
"108","X8425","X8482",0.294912383927892
"163","X8422","X8510",0.294634800655978
"185","X8415","X8516",0.291043125495214
"59","X8439","X8458",0.290936472655025
"120","X8422","X8491",0.290575496150149
"34","X8433","X8444",0.286265188881278
"64","X8456","X8459",0.284757062904447
"203","X8420","X8519",0.283923306587431
"206","X8449","X8519",0.283102724010729
"136","X8466","X8498",0.282700131135878
"45","X8415","X8449",0.282232870744316
"126","X8471","X8494",0.281003882253482
"154","X8454","X8507",0.279989656518233
"192","X8507","X8516",0.279867704362589
"56","X8444","X8456",0.279139086993593
"209","X8463","X8519",0.277018616903484
"38","X8424","X8445",0.27605787494329
"207","X8456","X8519",0.275277291686531
"182","X8467","X8515",0.274594072540182
"84","X8436","X8467",0.274192063461053
"221","X8514","X8520",0.273134557844389
"189","X8459","X8516",0.273047461490399
"216","X8467","X8520",0.272769993589655
"75","X8444","X8464",0.272140931138548
"32","X8414","X8444",0.271548247092422
"12","X8423","X8424",0.270761467950525
"197","X8497","X8518",0.268341730420105
"20","X8425","X8438",0.267715683944839
"16","X8425","X8430",0.266452787206822
"217","X8475","X8520",0.266444108113999
"42","X8415","X8447",0.265916453250892
"139","X8438","X8499",0.264666689287689
"200","X8411","X8519",0.263908544477661
"85","X8448","X8467",0.263631641236104
"177","X8415","X8513",0.263481776976534
"137","X8423","X8499",0.262955632085176
"5","X8415","X8420",0.262638388519818
"53","X8415","X8456",0.261391089347309
"21","X8422","X8440",0.261053816593903
"218","X8491","X8520",0.260989190586639
"48","X8447","X8449",0.260065933469046
"119","X8479","X8488",0.259342651283571
"30","X8423","X8443",0.259176338770475
"40","X8414","X8446",0.25859280657134
"134","X8446","X8498",0.257234755210451
"15","X8413","X8426",0.255192757286251
"44","X8428","X8448",0.254867045560603
"199","X8517","X8518",0.254780436533995
"71","X8447","X8463",0.25387331564558
"27","X8415","X8443",0.250840221246797
"116","X8414","X8487",0.250653157058702
"153","X8505","X8506",0.250375120175006
"66","X8448","X8461",0.250184974643644
"157","X8434","X8508",0.249470474498145
"145","X8456","X8501",0.249416204130694
"86","X8436","X8468",0.249217628254431
"156","X8419","X8508",0.249157682147211
"194","X8467","X8517",0.248036389650878
"125","X8482","X8491",0.246754747561043
"43","X8418","X8447",0.246305641133313
"118","X8421","X8488",0.246064719180406
"62","X8418","X8459",0.24512702567105
"168","X8480","X8510",0.244901185593514
"63","X8447","X8459",0.244572534712179
"127","X8485","X8494",0.244188010923196
"83","X8435","X8467",0.242989574826548
"190","X8463","X8516",0.242303806999697
"1","X8411","X8415",0.24215513582555
"212","X8411","X8520",0.241777583166501
"143","X8423","X8501",0.239635159284871
"100","X8468","X8480",0.239163952136765
"140","X8482","X8499",0.238879764552624
"184","X8411","X8516",0.237708632503048
"23","X8425","X8440",0.237299666851506
"11","X8422","X8424",0.237218746650967
"110","X8445","X8482",0.23661298508417
"49","X8434","X8452",0.23568409434422
"219","X8503","X8520",0.235554141698809
"46","X8418","X8449",0.235227864269479
"230","X8480","X8522",0.234923979633318
"151","X8465","X8506",0.234352363668378
"58","X8434","X8458",0.234206554291827
"115","X8481","X8484",0.234135241574511
"191","X8501","X8516",0.233215275271661
"26","X8411","X8443",0.233131923965956
"36","X8422","X8445",0.232421384267678
"14","X8423","X8425",0.231834432258993
"92","X8454","X8473",0.231506552193831
"147","X8491","X8502",0.231329583965669
"31","X8411","X8444",0.231246970266994
"111","X8457","X8483",0.229880472256797
"169","X8482","X8510",0.229747128003362
"72","X8456","X8463",0.229314276905279
"109","X8438","X8482",0.228620639653015
"97","X8427","X8479",0.227048007495802
"96","X8436","X8478",0.225507550308366
"74","X8414","X8464",0.225217514071332
"98","X8456","X8479",0.224410736868943
"95","X8427","X8477",0.224369170876048
"68","X8418","X8463",0.223079317492501
"25","X8438","X8440",0.222201550659692
"214","X8422","X8520",0.222185147244952
"47","X8438","X8449",0.222097684609329
"51","X8448","X8454",0.222017115715979
"167","X8472","X8510",0.221673809919677
"173","X8460","X8511",0.221247427225277
"159","X8470","X8509",0.220930674769522
"162","X8421","X8510",0.220322932752474
"187","X8443","X8516",0.219986965014032
"215","X8443","X8520",0.219933942628447
"231","X8503","X8522",0.21930770201018
"114","X8468","X8484",0.218971245117504
"28","X8421","X8443",0.217454862679995
"144","X8443","X8501",0.21687625533814
"117","X8460","X8487",0.215754545935444
"155","X8472","X8507",0.215739679276964
"161","X8475","X8509",0.215202836581343
"33","X8418","X8444",0.21500675506847
"13","X8422","X8425",0.214901782663307
"174","X8445","X8512",0.213987063574512
"181","X8510","X8514",0.21395010030272
"166","X8467","X8510",0.213417698227794
"106","X8422","X8482",0.212999220455816
"82","X8426","X8467",0.212809381601013
"105","X8421","X8482",0.212742967695086
"204","X8443","X8519",0.212515690767355
"90","X8438","X8471",0.211655125380486
"76","X8446","X8464",0.211653134992336
"175","X8498","X8512",0.211043135469026
"10","X8421","X8424",0.210643811587301
"193","X8462","X8517",0.210632852914383
"129","X8467","X8496",0.210467897702307
"150","X8437","X8506",0.210256570837421
"77","X8436","X8465",0.210134213173235
"78","X8450","X8465",0.210116089517357
"146","X8498","X8501",0.209993966160834
"22","X8423","X8440",0.209720850211666
"4","X8413","X8419",0.209524005640664
"196","X8489","X8518",0.209317403198628
"124","X8445","X8491",0.209230778145698
"39","X8412","X8446",0.208644427064342
"80","X8444","X8466",0.208632787462498
"186","X8418","X8516",0.208627550924168
"24","X8430","X8440",0.20837508097306
"65","X8414","X8461",0.208180413240399
"35","X8417","X8445",0.207843559890943
"179","X8423","X8514",0.20750541305312
"128","X8442","X8496",0.207382564320866
"133","X8433","X8498",0.206938161894253
"102","X8426","X8481",0.206271376557052
"81","X8446","X8466",0.20582624130792
"17","X8414","X8433",0.205766181535121
"152","X8503","X8506",0.205752717810625
"55","X8443","X8456",0.205552668493538
"172","X8439","X8511",0.205467040304562
"94","X8421","X8477",0.205095425426407
"69","X8428","X8463",0.203966222730923
"223","X8517","X8520",0.203943362357935
"222","X8516","X8520",0.203896560160445
"130","X8476","X8496",0.203831330753921
"123","X8440","X8491",0.203333974592433
"18","X8413","X8434",0.202771100594236
"131","X8442","X8497",0.20276800852301
"70","X8444","X8463",0.202480069348483
"29","X8422","X8443",0.202408629387013
"57","X8447","X8456",0.202383529064988
"205","X8447","X8519",0.20128367726334
"198","X8510","X8518",0.201263314114202
"195","X8467","X8518",0.200902728903083
"41","X8417","X8446",0.200779421558023
"88","X8454","X8470",0.200642311371497
"178","X8443","X8513",0.200204598821933
"113","X8461","X8484",0.200023688534693
