"","item","S_X2","df.S_X2","RMSEA.S_X2","p.S_X2"
"110","X8633",31.1816991197455,15,0.0372132587335022,0.00830584886062628
"70","X8593",43.6716075433501,22,0.0355603064064847,0.00389727167848262
"63","X8586",3.93394806409969,2,0.035232111914395,0.139879487303968
"95","X8618",1.95088761984068,1,0.0349378252055095,0.162491233341052
"48","X8571",25.2001361127198,13,0.0347089865407941,0.0217245908242043
"13","X8536",5.7630593230814,3,0.0343847402932273,0.123724492103288
"105","X8628",43.8478913446386,23,0.0341113117574026,0.00548508657035513
"16","X8539",29.9384385145012,16,0.0334409296070892,0.0183240313925805
"41","X8564",39.9689903690621,22,0.0323803671460342,0.0109022499591069
"62","X8585",37.7270442059573,21,0.0319765220871097,0.0138706930731174
"4","X8527",17.8106638328074,10,0.0316646902734969,0.0582427061261491
"49","X8572",26.5419218176604,15,0.031428576126162,0.032697980573799
"113","X8636",5.19629632760805,3,0.0306560440543052,0.157974890261752
"17","X8540",32.4638696408159,19,0.030160561304456,0.0276939344781655
"112","X8635",29.0454386744939,17,0.0301590821968436,0.0341094301449329
"57","X8580",32.4570804832137,19,0.0301529561125903,0.0277432781857372
"106","X8629",31.9715204463064,19,0.0296039671047718,0.031486240182249
"89","X8612",18.3718973508521,11,0.0293308445524165,0.0733428345542517
"77","X8600",31.7278308360761,19,0.0293245710385546,0.0335317985301482
"85","X8608",34.6603291867312,21,0.0288969632980626,0.0307545310102265
"24","X8547",31.6510678918797,20,0.0273463356347707,0.0471612447408256
"108","X8631",14.163016190462,9,0.0271369953300208,0.116643441913439
"39","X8562",32.3225276531317,21,0.0263083323017867,0.0542901967901032
"5","X8528",32.2191806772826,21,0.0261879917144523,0.0556247166805227
"22","X8545",19.8000788735942,13,0.0259129328755682,0.100308591182477
"40","X8563",23.5274553959585,16,0.0245751046118777,0.100345432774742
"71","X8594",30.632797096757,21,0.0242659797053235,0.079990104946301
"81","X8604",24.2309901479874,17,0.0233671472540223,0.113293467401837
"52","X8575",28.0579457109644,20,0.0227419888290958,0.108034754835445
"111","X8634",14.0121062782237,10,0.0226943362617175,0.172440118974663
"53","X8576",28.9517093589717,21,0.0220471203461008,0.115165713302727
"19","X8542",27.4350384869356,20,0.0218452934904801,0.123462177237261
"10","X8533",26.0486479079756,19,0.0218226445745465,0.128839175259199
"102","X8625",31.3808085778938,23,0.0216276988535314,0.113721432500965
"74","X8597",27.0700187990431,20,0.0213023029953083,0.133305537786309
"80","X8603",5.36825810716027,4,0.0209548854230653,0.251554678137672
"96","X8619",16.9701593190889,13,0.019799925788529,0.200671812973565
"58","X8581",27.1185085051596,21,0.0193394628663744,0.166964890636884
"83","X8606",15.6925009980704,13,0.0163056280552856,0.266134124442475
"84","X8607",24.829181018614,21,0.0152994061010247,0.254638197694186
"37","X8560",16.3034858181576,15,0.0105618208538199,0.362173573734248
"21","X8544",9.34791679802792,9,0.00704446012759104,0.405797812595648
"1","X8524",0.793684007561954,2,0,0.672440260258741
"27","X8550",1.63299039781948,3,0,0.651932816967037
"34","X8557",4.44450812830641,5,0,0.487342214468134
"59","X8582",7.74325253131419,17,0,0.971732740561481
"60","X8583",19.4584346602772,20,0,0.492231675488022
"69","X8592",15.0911644135331,20,0,0.771167602724644
"73","X8596",2.98114345925773,5,0,0.702893114743653
"76","X8599",2.80451402843634,4,0,0.59105376298624
"11","X8534",NA,NA,NA,NA
"26","X8549",NA,0,NA,NA
"29","X8552",NA,0,NA,NA
"45","X8568",NA,0,NA,NA
"92","X8615",NA,0,NA,NA
"100","X8623",NA,0,NA,NA
