"","Item1","Item2","Q3"
"45","X8680","X8694",0.234476375324202
"93","X8667","X8713",0.234166869186432
"156","X8668","X8733",0.232181569097749
"54","X8652","X8701",0.231573201337906
"185","X8715","X8740",0.231326124529873
"70","X8684","X8705",0.230982207585637
"162","X8729","X8733",0.229803068676475
"87","X8668","X8711",0.229748165458638
"144","X8711","X8730",0.229121876925462
"15","X8668","X8670",0.228781097667073
"167","X8665","X8737",0.227705358312595
"140","X8645","X8730",0.227106089015829
"82","X8640","X8709",0.226366957717229
"62","X8686","X8703",0.226222901796489
"78","X8672","X8708",0.225581805442712
"8","X8642","X8660",0.225575646485315
"20","X8653","X8677",0.225353223639415
"193","X8718","X8742",0.224949328858888
"173","X8642","X8738",0.224948716072298
"151","X8717","X8731",0.22464450210093
"65","X8638","X8704",0.222389408471247
"13","X8647","X8667",0.222361799579354
"142","X8687","X8730",0.222019129311745
"139","X8691","X8729",0.221478621380396
"132","X8709","X8727",0.221330560502937
"100","X8711","X8715",0.220735291196154
"108","X8704","X8717",0.220338136843015
"183","X8700","X8740",0.220078358607736
"69","X8667","X8705",0.219724920912508
"118","X8699","X8722",0.219710082878068
"85","X8702","X8709",0.219404765236833
"60","X8669","X8703",0.218927245951122
"164","X8682","X8735",0.218361928463084
"6","X8639","X8658",0.218328478973082
"101","X8663","X8716",0.217123661909478
"120","X8638","X8724",0.217083938037286
"30","X8680","X8681",0.217069544700042
"201","X8646","X8747",0.216324147985117
"134","X8717","X8727",0.215561966458247
"74","X8665","X8706",0.214880757692066
"67","X8677","X8704",0.214450849783731
"137","X8680","X8729",0.213712788516333
"12","X8640","X8667",0.213064572783293
"56","X8671","X8701",0.211685722734835
"163","X8732","X8733",0.211456653547637
"31","X8667","X8684",0.21087236950653
"52","X8670","X8700",0.210713247621263
"19","X8651","X8676",0.210704412894826
"192","X8679","X8742",0.210580584647169
"97","X8694","X8714",0.210337284405826
"150","X8704","X8731",0.210324987711678
"124","X8704","X8724",0.209844561352804
"143","X8699","X8730",0.209588185842172
"190","X8668","X8742",0.209559756420943
"155","X8663","X8733",0.209230328551728
"200","X8696","X8745",0.208951316791725
"33","X8659","X8685",0.208212745615906
"48","X8675","X8698",0.207938708002004
"154","X8646","X8733",0.207715664457294
"168","X8688","X8737",0.206768673378475
"50","X8685","X8699",0.205719972490409
"17","X8654","X8672",0.205650109759642
"22","X8672","X8677",0.20558094697249
"71","X8638","X8706",0.205250684037774
"103","X8640","X8717",0.205093537330297
"197","X8676","X8743",0.204667618135178
"107","X8702","X8717",0.204417564361111
"115","X8664","X8721",0.204068912743736
"194","X8719","X8742",0.203319222362381
"57","X8640","X8702",0.20238304822681
"145","X8716","X8730",0.201702546885142
"171","X8718","X8737",0.20112961349807
"146","X8638","X8731",0.200229823163772
