"","Item1","Item2","Q3"
"110","X7623","X7701",0.244545036263064
"67","X7621","X7683",0.243965139342507
"1","X7620","X7624",0.243503955002972
"127","X7701","X7703",0.240176023495171
"34","X7644","X7664",0.240020265000175
"14","X7627","X7642",0.239822480433556
"61","X7631","X7678",0.239124469532173
"166","X7682","X7719",0.238941379977456
"138","X7662","X7707",0.23882881483649
"159","X7668","X7716",0.238186591003675
"86","X7658","X7692",0.237673523503126
"107","X7663","X7700",0.237260818442915
"5","X7619","X7633",0.236960267890752
"105","X7684","X7699",0.23687191676388
"157","X7633","X7716",0.236576602272181
"193","X7648","X7724",0.23573082414609
"77","X7663","X7689",0.235585847886161
"158","X7640","X7716",0.23487621316764
"53","X7668","X7672",0.234498792328487
"11","X7633","X7639",0.234272800849304
"64","X7621","X7681",0.234163428971043
"156","X7622","X7716",0.233413056900228
"92","X7648","X7695",0.233235391227913
"115","X7622","X7702",0.232015265428222
"116","X7637","X7702",0.231779843789237
"36","X7648","X7664",0.231594906063237
"185","X7684","X7722",0.23107417448484
"59","X7671","X7677",0.230538875519379
"80","X7657","X7690",0.230508655485135
"124","X7657","X7703",0.230017009801135
"176","X7667","X7721",0.229911370388038
"170","X7702","X7720",0.229783104193619
"35","X7647","X7664",0.229282654232309
"87","X7681","X7692",0.22851108701075
"143","X7667","X7712",0.228375394239125
"194","X7658","X7724",0.228285602376822
"207","X7621","X7727",0.227994265678998
"93","X7649","X7695",0.227669041272795
"122","X7637","X7703",0.227417787509384
"24","X7641","X7655",0.227285831885586
"225","X7663","X7730",0.226894159121465
"111","X7651","X7701",0.226843302573412
"33","X7628","X7664",0.226398815292594
"179","X7622","X7722",0.225516243076408
"128","X7621","X7705",0.222855649963078
"44","X7619","X7668",0.22162395731663
"134","X7657","X7706",0.221516565258105
"29","X7648","X7661",0.221069620286994
"6","X7623","X7636",0.221037317759783
"40","X7662","X7666",0.220303332323818
"190","X7619","X7724",0.219581478781167
"96","X7663","X7696",0.219432548726548
"16","X7622","X7648",0.219342722120795
"223","X7644","X7730",0.218842432825583
"103","X7671","X7699",0.218628126292133
"30","X7626","X7662",0.218074200298599
"191","X7628","X7724",0.217829368914027
"118","X7691","X7702",0.21748178232843
"73","X7674","X7685",0.217065997876877
"165","X7681","X7719",0.216885096198937
"28","X7637","X7661",0.216829565561196
"147","X7710","X7713",0.216662030580275
"89","X7675","X7694",0.216600200151073
"81","X7671","X7690",0.216174837958964
"175","X7658","X7721",0.215813446038831
"161","X7681","X7717",0.215111260386098
"142","X7679","X7711",0.214618373814674
"204","X7667","X7726",0.21358578538732
"18","X7622","X7649",0.213533511953979
"152","X7686","X7714",0.212987966308143
"136","X7634","X7707",0.21280332341707
"99","X7620","X7698",0.212031822177571
"187","X7699","X7722",0.211821499175382
"132","X7697","X7705",0.211302478926923
"3","X7626","X7631",0.211074264295547
"117","X7658","X7702",0.210856991430496
"47","X7636","X7670",0.210740572838085
"198","X7657","X7725",0.210621258660805
"153","X7621","X7715",0.21046516838486
"22","X7636","X7654",0.209910700580767
"119","X7692","X7702",0.209801764650967
"98","X7689","X7696",0.209605617154833
"135","X7705","X7706",0.209227199232765
"75","X7643","X7686",0.209141289907975
"60","X7623","X7678",0.208592439101536
"37","X7649","X7664",0.208127867378469
"164","X7621","X7719",0.207895991995119
"46","X7667","X7668",0.207542414360976
"65","X7631","X7682",0.207161851406913
"12","X7637","X7639",0.206679672598074
"70","X7658","X7684",0.206186407282526
"85","X7654","X7692",0.20599711039616
"71","X7669","X7684",0.205957636808757
"133","X7621","X7706",0.205628809413606
"68","X7627","X7683",0.204578733904661
"180","X7634","X7722",0.204341653963834
"82","X7677","X7690",0.204075538369652
"32","X7642","X7663",0.203863831222948
"125","X7658","X7703",0.203599401898717
"184","X7677","X7722",0.203589070724649
"19","X7619","X7651",0.203485243234153
"83","X7684","X7690",0.203151352146979
"13","X7639","X7640",0.203072919501026
"2","X7623","X7631",0.20254277061761
"43","X7660","X7667",0.202507405417091
"192","X7640","X7724",0.202210417698175
"173","X7642","X7721",0.202061305473784
"226","X7664","X7730",0.201984287604044
"84","X7631","X7692",0.201792307198723
"200","X7683","X7725",0.201462495922531
"41","X7619","X7667",0.200836928662254
"38","X7654","X7666",0.200742942765068
"181","X7636","X7722",0.200610562398537
"20","X7622","X7652",0.200138875690776
